app,msgid,context,locations,comments,ct_app,po_translation,runtime_translation,effective_translation,proposed_translation,domain,priority,a1_status,a1_reviewer,a1_notes,a2_status,a2_reviewer,a2_notes,a3_status,a3_reviewer,a3_notes,qa_flags,cross_app_conflict,release_status,references
frappe,{0} cancelled this document,,,,frappe,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
frappe,Index created successfully on column {0} of doctype {1},,,,frappe,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Row #{0}: Consumed Asset {1} cannot be cancelled,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Auto Tax Settings Error,,,,erpnext,,خطأ إعدادات الضريبة التلقائية,خطأ إعدادات الضريبة التلقائية,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Cannot edit cancelled document,,,,frappe,لا يمكنك التعديل على وثيقة ملغية,,لا يمكنك التعديل على وثيقة ملغية,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Select Fields To Update,,,,frappe,حدد الحقول المراد تحديثها,,حدد الحقول المراد تحديثها,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,In Words (Export) will be visible once you save the Delivery Note.,,,,erpnext,بالحروف (تصدير) سوف تكون مرئية بمجرد حفظ اشعار التسليم.,,بالحروف (تصدير) سوف تكون مرئية بمجرد حفظ اشعار التسليم.,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Series counter for {} updated to {} successfully,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Only one {0} entry can be created against the Work Order {1},,,,erpnext,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
frappe,"Google Contacts - Could not update contact in Google Contacts {0}, error code {1}.",,,,frappe,جهات اتصال Google - تعذر تحديث جهة الاتصال في جهات اتصال Google {0} ، رمز الخطأ {1}.,,جهات اتصال Google - تعذر تحديث جهة الاتصال في جهات اتصال Google {0} ، رمز الخطأ {1}.,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Create Prospect,,,,erpnext,,إنشاء فرصة بيع,إنشاء فرصة بيع,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,"Packages are lightweight apps (collection of Module Defs) that can be created, imported, or released right from the UI",,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Appointment was created. But no lead was found. Please check the email to confirm,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,System will automatically create the serial numbers / batch for the Finished Good on submission of work order,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Delete Tab,Title of confirmation dialog,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Started a background job to create {1} {0}. {2},,,,erpnext,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
frappe,{0} created this,,,,frappe,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
frappe,Create New Kanban Board,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Not Saved,,,,frappe,لم يتم الحفظ,,لم يتم الحفظ,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Error in Header/Footer Script,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Delete and Generate New,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Deleted,,,,frappe,حذف,,حذف,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Customer contact updated successfully.,,,,erpnext,تم تحديث جهة اتصال العميل بنجاح.,,تم تحديث جهة اتصال العميل بنجاح.,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Successfully updated {0} out of {1} records.,,,,frappe,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
frappe,Error,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Delete,Button in list view actions menu,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Could Not Delete Demo Data,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Update Value,,,,frappe,تحديث القيمة,,تحديث القيمة,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Failed to aquire lock: {}. Lock may be held by another process.,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Document has been cancelled,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,The user cannot submit the Serial and Batch Bundle manually,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Delete Transactions,,,,erpnext,,حذف المعاملات,حذف المعاملات,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Repost Error Log,,,,erpnext,,سجل أخطاء إعادة الترحيل,سجل أخطاء إعادة الترحيل,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,"Google Calendar - Could not insert event in Google Calendar {0}, error code {1}.",,,,frappe,تقويم Google - تعذر إدراج حدث في تقويم Google {0} ، رمز الخطأ {1}.,,تقويم Google - تعذر إدراج حدث في تقويم Google {0} ، رمز الخطأ {1}.,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Bulk Delete,,,,frappe,حذف بالجملة,,حذف بالجملة,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Report Document Error,,,,frappe,تقرير خطأ في المستند,,تقرير خطأ في المستند,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Only Administrator can save a standard report. Please rename and save.,,,,frappe,مسؤول فقط يمكن حفظ تقرير القياسية. الرجاء إعادة تسمية وحفظ.,,مسؤول فقط يمكن حفظ تقرير القياسية. الرجاء إعادة تسمية وحفظ.,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Job is in {0} state and can't be cancelled,,,,frappe,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,"Cannot change company's default currency, because there are existing transactions. Transactions must be cancelled to change the default currency.",,,,erpnext,لا يمكن تغيير العملة الافتراضية للشركة، لأن هناك معاملات موجودة. يجب إلغاء المعاملات لتغيير العملة الافتراضية.,,لا يمكن تغيير العملة الافتراضية للشركة، لأن هناك معاملات موجودة. يجب إلغاء المعاملات لتغيير العملة الافتراضية.,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,This document can not be deleted right now as it's being modified by another user. Please try again after some time.,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Linking to Supplier Failed. Please try again.,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Status Updated,,,,frappe,تم تحديث الحالة,,تم تحديث الحالة,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,"<div class=""alert"">Please don't update it as it can mess up your form. Use the Customize Form View and Custom Fields to set properties!</div>",,,,frappe,,,,,core-actions,missing,,,,,,,,,,html_imbalance,,Pending,
frappe,"Error validating ""Ignore User Permissions""",,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Create Users,,,,erpnext,إنشاء المستخدمين,,إنشاء المستخدمين,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Closed order cannot be cancelled. Unclose to cancel.,,,,erpnext,الطلب المغلق لايمكن إلغاؤه. ازالة الاغلاق لكي تتمكن من الالغاء,,الطلب المغلق لايمكن إلغاؤه. ازالة الاغلاق لكي تتمكن من الالغاء,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,You submitted this document {0},Form timeline,,,frappe,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Company Address is missing. You don't have permission to update it. Please contact your System Manager.,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,"Failed to import virtual doctype {}, is controller file present?",,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,"The batch {0} is already reserved in {1} {2}. So, cannot proceed with the {3} {4}, which is created against the {5} {6}.",,,,erpnext,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Canceled,,,,erpnext,ألغيت,,ألغيت,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,{0} saved successfully,,,,frappe,تم حفظ {0} بنجاح,,تم حفظ {0} بنجاح,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,There are no Failed transactions,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,BOM Update Log,,,,erpnext,,سجل تحديث قائمة المواد,سجل تحديث قائمة المواد,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,{0} variants created.,,,,erpnext,تم إنشاء المتغيرات {0}.,,تم إنشاء المتغيرات {0}.,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Your form has been successfully updated,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,{0} {1} is cancelled or closed,,,,erpnext,{0} {1} تم إلغائه أو مغلق,,{0} {1} تم إلغائه أو مغلق,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,MRP Log documents are being created in the background.,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Please make sure you really want to delete all the transactions for this company. Your master data will remain as it is. This action cannot be undone.,,,,erpnext,يرجى التأكد من أنك تريد حقا حذف جميع المعاملات لهذه الشركة. ستبقى بياناتك الرئيسية (الماستر) كما هيا. لا يمكن التراجع عن هذا الإجراء.,,يرجى التأكد من أنك تريد حقا حذف جميع المعاملات لهذه الشركة. ستبقى بياناتك الرئيسية (الماستر) كما هيا. لا يمكن التراجع عن هذا الإجراء.,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Failed to install presets,,,,erpnext,فشل في تثبيت الإعدادات المسبقة,,فشل في تثبيت الإعدادات المسبقة,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Create Multi-level BOM,,,,erpnext,,إنشاء قائمة مواد متعددة المستويات,إنشاء قائمة مواد متعددة المستويات,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Delete Data,,,,frappe,حذف البيانات,,حذف البيانات,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,"Reselect, if the chosen contact is edited after save",,,,erpnext,إعادة تحديد، إذا تم تحرير جهة الاتصال التي تم اختيارها بعد حفظ,,إعادة تحديد، إذا تم تحرير جهة الاتصال التي تم اختيارها بعد حفظ,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Users with this role will be notified if the asset depreciation gets failed,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,These values will be automatically updated in transactions and also will be useful to restrict permissions for this user on transactions containing these values.,,,,frappe,وسيتم تحديث هذه القيم تلقائيا في المعاملات وأيضا سوف تكون مفيدة لتقييد الأذونات لهذا المستخدم على المعاملات التي تحتوي على هذه القيم.,,وسيتم تحديث هذه القيم تلقائيا في المعاملات وأيضا سوف تكون مفيدة لتقييد الأذونات لهذا المستخدم على المعاملات التي تحتوي على هذه القيم.,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Failed to generate preview of series,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,"<div class=""ql-editor read-mode""><p>Request a file containing your personally identifiable information (PII) that is saved on our system. The file will be in JSON format and is sent to you by email. If you would like to have your PII deleted from our system, please make a <a href=""/request-to-delete-data"" rel=""noopener noreferrer"">request to delete data</a>.</p></div>",,,,frappe,,,,,core-actions,missing,,,,,,,,,,html_imbalance,,Pending,
frappe,Failed to send email with subject:,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,User Permissions created successfully,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Create Link,,,,erpnext,,إنشاء رابط,إنشاء رابط,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Please capitalize this asset before submitting.,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,System Health Report Errors,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Cancelling {0},,,,frappe,الغاء {0},,الغاء {0},,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Permission Error,,,,frappe,خطأ في الإذن,,خطأ في الإذن,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Is Submittable,,,,frappe,يستطيع الاعتماد,,يستطيع الاعتماد,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Create your first {0},,,,frappe,قم بإنشاء أول {0},,قم بإنشاء أول {0},,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,In Words will be visible once you save the Sales Order.,,,,erpnext,وبعبارة تكون مرئية بمجرد حفظ ترتيب المبيعات.,,وبعبارة تكون مرئية بمجرد حفظ ترتيب المبيعات.,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Create or Edit Workflow,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Update Batch Qty,,,,erpnext,,تحديث كمية الدفعة,تحديث كمية الدفعة,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,You created this,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Error: Value missing for {0}: {1},,,,frappe,خطأ: قيمة مفقودة ل {0}: {1},,خطأ: قيمة مفقودة ل {0}: {1},,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Circular Reference Error,,,,erpnext,,خطأ مرجع دائري,خطأ مرجع دائري,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Workflow Action is not created for optional states,,,,frappe,لم يتم إنشاء إجراء سير العمل للحالات الاختيارية,,لم يتم إنشاء إجراء سير العمل للحالات الاختيارية,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Your site is undergoing maintenance or being updated.,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Errors Notification,,,,erpnext,,إشعار الأخطاء,إشعار الأخطاء,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,"Number of attachment fields are more than {}, limit updated to {}.",,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Console Logs can not be deleted,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Do not create new user if user with email does not exist in the system,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Save the document.,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,The following deleted attributes exist in Variants but not in the Template. You can either delete the Variants or keep the attribute(s) in template.,,,,erpnext,توجد السمات المحذوفة التالية في المتغيرات ولكن ليس في القالب. يمكنك إما حذف المتغيرات أو الاحتفاظ بالسمة (السمات) في القالب.,,توجد السمات المحذوفة التالية في المتغيرات ولكن ليس في القالب. يمكنك إما حذف المتغيرات أو الاحتفاظ بالسمة (السمات) في القالب.,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,This schedule was created when Asset {0}'s shifts were adjusted through Asset Shift Allocation {1}.,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Action If Quality Inspection Is Not Submitted,,,,erpnext,الإجراء إذا لم يتم تقديم استقصاء الجودة,,الإجراء إذا لم يتم تقديم استقصاء الجودة,,core-actions,pending,,,,,,,,,,,,Approved,
construction,Theme settings saved successfully,,,,construction,تم حفظ إعدادات السمة بنجاح,تم حفظ إعدادات السمة بنجاح,تم حفظ إعدادات السمة بنجاح,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Only reports of type Report Builder can be deleted,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,This schedule was created when Asset {0} was adjusted through Asset Value Adjustment {1}.,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
frappe,"Trigger on valid methods like ""before_insert"", ""after_update"", etc (will depend on the DocType selected)",,,,frappe,الزناد على الطرق الصحيحة مثل &quot;before_insert&quot;، &quot;after_update&quot;، وما إلى ذلك (تعتمد على نوع المستند المحدد),,الزناد على الطرق الصحيحة مثل &quot;before_insert&quot;، &quot;after_update&quot;، وما إلى ذلك (تعتمد على نوع المستند المحدد),,core-actions,pending,,,,,,,,,,,,Approved,
frappe,You have unsaved changes in this form. Please save before you continue.,,,,frappe,لديك تغييرات لم يتم حفظها في هذا النموذج. يرجى الحفظ قبل المتابعة.,,لديك تغييرات لم يتم حفظها في هذا النموذج. يرجى الحفظ قبل المتابعة.,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Session Created,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,"Credit Note will update it's own outstanding amount, even if 'Return Against' is specified.",,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,via BOM Update Tool,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,{0} {1} created,,,,erpnext,{0} {1} إنشاء,,{0} {1} إنشاء,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Cannot cancel as processing of cancelled documents is pending.,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Cancel At End Of Period,,,,erpnext,الغاء في نهاية الفترة,,الغاء في نهاية الفترة,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Print settings updated in respective print format,,,,erpnext,تم تحديث إعدادات الطباعة في تنسيق الطباعة الخاصة\n<br>\nPrint settings updated in respective print format,,تم تحديث إعدادات الطباعة في تنسيق الطباعة الخاصة\n<br>\nPrint settings updated in respective print format,,core-actions,pending,,,,,,,,,,html_imbalance,,Approved,
frappe,Are you sure you want to delete all rows?,,,,frappe,هل تريد بالتأكيد حذف جميع الصفوف؟,,هل تريد بالتأكيد حذف جميع الصفوف؟,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Auto Repeat Document Creation Failed,,,,frappe,فشل إنشاء مستند تكرار تلقائي,,فشل إنشاء مستند تكرار تلقائي,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,{0} is in Draft. Submit it before creating the Asset.,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
frappe,You are not allowed to create columns,,,,frappe,لا يسمح لك بأنشاء اعمدة,,لا يسمح لك بأنشاء اعمدة,,core-actions,pending,,,,,,,,,,,,Approved,
construction,Failed to generate theme preview,,,,construction,فشل توليد معاينة السمة,فشل توليد معاينة السمة,فشل توليد معاينة السمة,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Target Asset {0} cannot be cancelled,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
frappe,Cancel,Button in list view actions menu,,,frappe,إلغاء,,إلغاء,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Workspace {0} created,,,,frappe,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,POS Profile - {0} has multiple open POS Opening Entries. Please close or cancel the existing entries before proceeding.,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Checkout Order / Submit Order / New Order,,,,erpnext,طلب الخروج / إرسال الطلب / طلب جديد,,طلب الخروج / إرسال الطلب / طلب جديد,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,{0} created,,,,erpnext,{0} تم انشاؤه,,{0} تم انشاؤه,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Create,,,,frappe,,إنشاء,إنشاء,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Failed to Authenticate the API key.,,,,erpnext,فشل مصادقة مفتاح API.,,فشل مصادقة مفتاح API.,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Updated Successfully,,,,frappe,تم التحديث بنجاح,,تم التحديث بنجاح,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Use 'Repost in background' button to trigger background job. Job can only be triggered when document is in Queued or Failed status.,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,"For updating, you can update only selective columns.",,,,frappe,لتحديث، يمكنك تحديث الأعمدة انتقائية فقط.,,لتحديث، يمكنك تحديث الأعمدة انتقائية فقط.,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Workflow Builder allows you to create workflows visually. You can drag and drop states and link them to create transitions. Also you can update their properties from the sidebar.,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Asset restored after Asset Capitalization {0} was cancelled,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Enter the Bank Guarantee Number before submitting.,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Defines how long exported reports sent via email are kept in the system. Older files will be automatically deleted.,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Further sub-groups can only be created under records marked as 'Group',,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Update Field,,,,frappe,تحديث الحقل,,تحديث الحقل,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Create Sales Orders to help you plan your work and deliver on-time,,,,erpnext,قم بإنشاء أوامر المبيعات لمساعدتك في تخطيط عملك وتقديمه في الوقت المحدد,,قم بإنشاء أوامر المبيعات لمساعدتك في تخطيط عملك وتقديمه في الوقت المحدد,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Submit button label,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,"Report Name, Report Field and Fucntion are required to create a number card",,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Failed while calling API {0},,,,frappe,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,"If checked, picked qty won't automatically be fulfilled on submit of pick list.",,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,no failed attempts,,,,frappe,محاولات فاشلة لا,,محاولات فاشلة لا,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Updated {0} Financial Report Row(s) with new category name,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
frappe,You need to create these first:,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,"Invalid lost reason {0}, please create a new lost reason",,,,erpnext,سبب ضائع غير صالح {0} ، يرجى إنشاء سبب ضائع جديد,,سبب ضائع غير صالح {0} ، يرجى إنشاء سبب ضائع جديد,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Submit,,,,frappe,,ترحيل,ترحيل,,core-actions,missing,Approved,A1,,Approved,A2,,Approved,A3,,,,Released,glossary v1.0
frappe,Before Submit,,,,frappe,قبل إرسال,,قبل إرسال,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Reminder cannot be created in past.,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Last Updated On,,,,frappe,آخر تحديث يوم,,آخر تحديث يوم,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Syntax Error,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Assignment Update on {0},,,,frappe,تحديث الواجب بتاريخ {0},,تحديث الواجب بتاريخ {0},,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Failed to setup company,,,,erpnext,أخفق إعداد الشركة,,أخفق إعداد الشركة,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Failed to get method for command {0} with {1},,,,frappe,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Error in party matching for Bank Transaction {0},,,,erpnext,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
frappe,User {0} cannot be deleted,,,,frappe,المستخدم {0} لا يمكن حذف,,المستخدم {0} لا يمكن حذف,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Created {0} scorecards for {1} between:,,,,erpnext,,تم إنشاء {0} بطاقات تقييم لـ {1} بين:,تم إنشاء {0} بطاقات تقييم لـ {1} بين:,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,The following invalid Pricing Rules are deleted:,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Batch Qty updated successfully,,,,erpnext,,تم تحديث كمية الدفعة بنجاح,تم تحديث كمية الدفعة بنجاح,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Deleted!,,,,frappe,حذف!,,حذف!,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,{0} is mandatory. Maybe Currency Exchange record is not created for {1} to {2}.,,,,erpnext,{0} إلزامي. ربما لم يتم إنشاء سجل سعر صرف العملة ل{1} إلى {2}.,,{0} إلزامي. ربما لم يتم إنشاء سجل سعر صرف العملة ل{1} إلى {2}.,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Update BOM Cost Automatically,,,,erpnext,تحديث بوم التكلفة تلقائيا,,تحديث بوم التكلفة تلقائيا,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Installation Note {0} has already been submitted,,,,erpnext,مذكرة التسليم {0} ارسلت\n<br>\nInstallation Note {0} has already been submitted,,مذكرة التسليم {0} ارسلت\n<br>\nInstallation Note {0} has already been submitted,,core-actions,pending,,,,,,,,,,html_imbalance,,Approved,
erpnext,An error occurred during the update process,,,,erpnext,حدث خطأ أثناء عملية التحديث,,حدث خطأ أثناء عملية التحديث,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Selected document must be in submitted state,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Asset's value adjusted after cancellation of Asset Value Adjustment {0},,,,erpnext,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Cannot cancel this document as it is linked with the submitted asset {asset_link}. Please cancel the asset to continue.,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Asset capitalized after Asset Capitalization {0} was submitted,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Create Delivery Trip,,,,erpnext,استحداث رحلة تسليم,,استحداث رحلة تسليم,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Cancel All,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
construction,Error Color,,,,construction,لون الخطأ,لون الخطأ,لون الخطأ,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Zero means send records updated at anytime,,,,frappe,صفر يعني إرسال التحديثات في أي وقت,,صفر يعني إرسال التحديثات في أي وقت,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Create a new {0},,,,frappe,انشاء جديد {0},إنشاء {0} جديد,إنشاء {0} جديد,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Failed Transactions,,,,frappe,المعاملات الفاشلة,,المعاملات الفاشلة,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Submitting {0},,,,frappe,تقديم {0},,تقديم {0},,core-actions,pending,,,,,,,,,,,,Approved,
frappe,"Google Calendar - Could not delete Event {0} from Google Calendar, error code {1}.",,,,frappe,تقويم Google - تعذر حذف الحدث {0} من تقويم Google ، رمز الخطأ {1}.,,تقويم Google - تعذر حذف الحدث {0} من تقويم Google ، رمز الخطأ {1}.,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,You submitted this document,Form timeline,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Create Pick List,,,,erpnext,إنشاء قائمة انتقاء,,إنشاء قائمة انتقاء,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,"When you Amend a document after Cancel and save it, it will get a new number that is a version of the old number.",,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Create Sales Order,,,,erpnext,إنشاء أمر مبيعات,,إنشاء أمر مبيعات,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Please save to edit the template.,,,,frappe,يرجى الحفظ لتعديل القالب.,,يرجى الحفظ لتعديل القالب.,,core-actions,pending,,,,,,,,,,,,Approved,
