app,msgid,context,locations,comments,ct_app,po_translation,runtime_translation,effective_translation,proposed_translation,domain,priority,a1_status,a1_reviewer,a1_notes,a2_status,a2_reviewer,a2_notes,a3_status,a3_reviewer,a3_notes,qa_flags,cross_app_conflict,release_status,references
frappe,API Endpoint Args should be valid JSON,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Allow User to Edit Rate,,,,erpnext,,السماح للمستخدم بتعديل السعر,السماح للمستخدم بتعديل السعر,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Parcel Template,,,,erpnext,,قالب الطرد,قالب الطرد,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Successfully linked to Supplier,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,% Billed,,,,erpnext,,نسبة المفوتر,نسبة المفوتر,,technical,missing,,,,,,,,,,,,Pending,
erpnext,{0}: {1} does not exists,,,,erpnext,{0}: {1} غير موجود,,{0}: {1} غير موجود,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Trial Balance,,,,erpnext,ميزان المراجعة,,ميزان المراجعة,,technical,pending,,,,,,,,,,,,Approved,
frappe,At least one column is required to show in the grid.,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Opening,,,,erpnext,افتتاحي,,افتتاحي,,technical,pending,,,,,,,,,,,,Approved,
frappe,High,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
construction,Feature toggle,,,,construction,مفتاح تفعيل الميزة,مفتاح تفعيل الميزة,مفتاح تفعيل الميزة,,technical,pending,,,,,,,,,,,,Approved,
erpnext,"Can not filter based on Cashier, if grouped by Cashier",,,,erpnext,لا يمكن التصفية على أساس Cashier ، إذا تم تجميعها بواسطة Cashier,,لا يمكن التصفية على أساس Cashier ، إذا تم تجميعها بواسطة Cashier,,technical,pending,,,,,,,,,,,,Approved,
frappe,Show,,,,frappe,تبين,,تبين,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Amount Delivered,,,,erpnext,المبلغ الذي تم تسليمه,,المبلغ الذي تم تسليمه,,technical,pending,,,,,,,,,,,,Approved,
frappe,Send Notifications For Email Threads,,,,frappe,إرسال إخطارات لمواضيع البريد الإلكتروني,,إرسال إخطارات لمواضيع البريد الإلكتروني,,technical,pending,,,,,,,,,,,,Approved,
frappe,Role,,,,frappe,صلاحية,الدور,الدور,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Applicable Holiday List,,,,erpnext,قائمة العطلات القابلة للتطبيق,,قائمة العطلات القابلة للتطبيق,,technical,pending,,,,,,,,,,,,Approved,
frappe,Failing Scheduled Jobs (last 7 days),,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,Select Network Printer,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Row {0}: UOM Conversion Factor is mandatory,,,,erpnext,الصف {0}: عامل تحويل UOM إلزامي\n<br>\nRow {0}: UOM Conversion Factor is mandatory,,الصف {0}: عامل تحويل UOM إلزامي\n<br>\nRow {0}: UOM Conversion Factor is mandatory,,technical,pending,,,,,,,,,,html_imbalance,,Approved,
erpnext,All Supplier Contact,,,,erpnext,بيانات اتصال جميع الموردين,,بيانات اتصال جميع الموردين,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Current Liabilities,,,,erpnext,الخصوم المتداولة,,الخصوم المتداولة,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Shipment Information,,,,erpnext,,معلومات الشحنة,معلومات الشحنة,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Tax Withholding,,,,erpnext,,ضريبة الخصم,ضريبة الخصم,,technical,missing,,,,,,,,,,,,Pending,
frappe,Comment By,,,,frappe,تعليق من جانب,,تعليق من جانب,,technical,pending,,,,,,,,,,,,Approved,
frappe,Allowed,,,,frappe,سمح,,سمح,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Redeem Loyalty Points,,,,erpnext,استبدل نقاط الولاء,,استبدل نقاط الولاء,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Expiry Date,,,,erpnext,تاريخ انتهاء الصلاحية,,تاريخ انتهاء الصلاحية,,technical,pending,,,,,,,,,,,,Approved,
frappe,Prefer not to say,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,Button,,,,frappe,زر,,زر,,technical,pending,,,,,,,,,,,,Approved,
construction,Input Border,,,,construction,حدود الإدخال,حدود الإدخال,حدود الإدخال,,technical,pending,,,,,,,,,,,,Approved,
frappe,View Doctype Permissions,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Collection Rules,,,,erpnext,قواعد الجمع,,قواعد الجمع,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Qty to Bill,,,,erpnext,الكمية للفاتورة,,الكمية للفاتورة,,technical,pending,,,,,,,,,,,,Approved,
frappe,Set Value,,,,frappe,تعيين القيمة,,تعيين القيمة,,technical,pending,,,,,,,,,,,,Approved,
frappe,Limit,,,,frappe,حد,,حد,,technical,pending,,,,,,,,,,,,Approved,
frappe,{0} w,,,,frappe,{0} ث,,{0} ث,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Message for Supplier,,,,erpnext,رسالة لمزود,,رسالة لمزود,,technical,pending,,,,,,,,,,,,Approved,
erpnext,lft,,,,erpnext,LFT,يسار,يسار,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Operation completed for how many finished goods?,,,,erpnext,اكتمال عملية لكيفية العديد من السلع تامة الصنع؟,,اكتمال عملية لكيفية العديد من السلع تامة الصنع؟,,technical,pending,,,,,,,,,,,,Approved,
frappe,Social Link Settings,,,,frappe,إعدادات الارتباط الاجتماعي,,إعدادات الارتباط الاجتماعي,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Pending Qty,,,,erpnext,الكمية التي قيد الانتظار,الكمية المعلقة,الكمية المعلقة,,technical,pending,,,,,,,,,,,,Approved,
frappe,External,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext, Rate,,,,erpnext,,,,,technical,missing,,,,,,,,,,whitespace,,Pending,
erpnext,Fathom,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,Empty column,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,VAT Amount (AED),,,,erpnext,,مبلغ ضريبة القيمة المضافة (درهم),مبلغ ضريبة القيمة المضافة (درهم),,technical,missing,,,,,,,,,,,,Pending,
frappe,Contact Numbers,,,,frappe,ارقام التواصل,,ارقام التواصل,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Debit ({0}),,,,erpnext,مدين ({0}),,مدين ({0}),,technical,pending,,,,,,,,,,,,Approved,
erpnext,Left Child,,,,erpnext,,الفرع الأيسر,الفرع الأيسر,,technical,missing,,,,,,,,,,,,Approved,
frappe,Department,,,,frappe,,القسم,القسم,,technical,missing,,,,,,,,,,,,Pending,
frappe,Enable Outgoing,,,,frappe,تمكين البريد الصادر,,تمكين البريد الصادر,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Unpaid,,,,erpnext,غير مدفوع,غير مدفوع,غير مدفوع,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Bank Balance,,,,erpnext,الرصيد المصرفي,,الرصيد المصرفي,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Send regular summary reports via Email.,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Documents: {0} have deferred revenue/expense enabled for them. Cannot repost.,,,,erpnext,,,,,technical,missing,,,,,,,,,,placeholder_mismatch,,Pending,
frappe,Website Settings,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Quotation Amount,,,,erpnext,كمية الاقتباس,,كمية الاقتباس,,technical,pending,,,,,,,,,,,,Approved,
frappe,Scheduler: Inactive,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Disabled tax included prices since this {} is an internal transfer,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Duration in Days,,,,erpnext,المدة في أيام,,المدة في أيام,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Expected Balance Qty,,,,erpnext,,كمية الرصيد المتوقعة,كمية الرصيد المتوقعة,,technical,missing,,,,,,,,,,,,Pending,
frappe,RQ Worker,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Row #{0}: Allocated Amount cannot be greater than outstanding amount.,,,,erpnext,الصف # {0}: المبلغ المخصص لا يمكن أن يكون أكبر من المبلغ المستحق.,,الصف # {0}: المبلغ المخصص لا يمكن أن يكون أكبر من المبلغ المستحق.,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Vimeo,,,,erpnext,فيميو,,فيميو,,technical,pending,,,,,,,,,,,,Approved,
frappe,DocType State,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,Utilization,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Additional Notes,,,,erpnext,ملاحظات إضافية,,ملاحظات إضافية,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Dispatch Settings,,,,erpnext,إعدادات الإرسال,,إعدادات الإرسال,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Taxes and Charges Added,,,,erpnext,أضيفت الضرائب والرسوم,,أضيفت الضرائب والرسوم,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Cash,,,,erpnext,نقد,,نقد,,technical,pending,,,,,,,,,,,,Approved,
frappe,DocType is a Table / Form in the application.,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Contact Name,,,,erpnext,اسم جهة الاتصال,,اسم جهة الاتصال,,technical,pending,,,,,,,,,,,,Approved,
erpnext,ISBN-10,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,Is Calendar and Gantt,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,New value to be set,,,,frappe,القيمة الجديدة التي سيتم تحديدها,,القيمة الجديدة التي سيتم تحديدها,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Default Service Level Agreement,,,,erpnext,اتفاقية مستوى الخدمة الافتراضية,,اتفاقية مستوى الخدمة الافتراضية,,technical,pending,,,,,,,,,,,,Approved,
frappe,Download Link,,,,frappe,رابط التحميل,,رابط التحميل,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Plant Floor,,,,erpnext,,أرضية المصنع,أرضية المصنع,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Operation Cost,,,,erpnext,التكلفة العملية,,التكلفة العملية,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Telecommunications,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,Will be your login ID,,,,frappe,سيكون معرف تسجيل الدخول,,سيكون معرف تسجيل الدخول,,technical,pending,,,,,,,,,,,,Approved,
frappe,Is Active,,,,frappe,,نشط,نشط,,technical,missing,,,,,,,,,,,1,Pending,
frappe,Custom Group Search,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,[Action taken by {0}],,,,frappe,,,,,technical,missing,,,,,,,,,,placeholder_mismatch,,Pending,
frappe,Number of keys,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,Document {0} {1} does not exist,,,,frappe,,,,,technical,missing,,,,,,,,,,placeholder_mismatch,,Pending,
frappe,Additional Permissions,,,,frappe,ضوابط إضافية,,ضوابط إضافية,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Fuel UOM,,,,erpnext,وحدة قياس الوقود,,وحدة قياس الوقود,,technical,pending,,,,,,,,,,,,Approved,
frappe,Reset Changes,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,The name that will appear in Google Calendar,,,,frappe,الاسم الذي سيظهر في تقويم Google,,الاسم الذي سيظهر في تقويم Google,,technical,pending,,,,,,,,,,,,Approved,
frappe,Always use this email address as sender address,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Split Qty,,,,erpnext,,كمية التقسيم,كمية التقسيم,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Customer: ,,,,erpnext,,,,,technical,missing,,,,,,,,,,whitespace,,Pending,
frappe,Drag columns to set order. Column width is set in percentage. The total width should not be more than 100. Columns marked in red will be removed.,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Quality Inspection Reading,,,,erpnext,جودة التفتيش القراءة,,جودة التفتيش القراءة,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Applicable if the company is an Individual or a Proprietorship,,,,erpnext,قابل للتطبيق إذا كانت الشركة فردية أو مملوكة,,قابل للتطبيق إذا كانت الشركة فردية أو مملوكة,,technical,pending,,,,,,,,,,,,Approved,
frappe,Based on Field,,,,frappe,على أساس الميدان,,على أساس الميدان,,technical,pending,,,,,,,,,,,,Approved,
frappe,Helvetica,,,,frappe,هلفتيكا,,هلفتيكا,,technical,pending,,,,,,,,,,,,Approved,
frappe,Unable to write file format for {0},,,,frappe,تعذر كتابة تنسيق الملف {0},,تعذر كتابة تنسيق الملف {0},,technical,pending,,,,,,,,,,,,Approved,
frappe,Parent Missing,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Reading 8,,,,erpnext,قراءة 8,,قراءة 8,,technical,pending,,,,,,,,,,,,Approved,
frappe,Password is valid. 👍,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Reserve for Sub-assembly,,,,erpnext,,حجز للتجميع الفرعي,حجز للتجميع الفرعي,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Type of financial statement this template generates,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Exchange Gain Or Loss,,,,erpnext,,ربح أو خسارة الصرف,ربح أو خسارة الصرف,,technical,missing,,,,,,,,,,,,Pending,
frappe,Change Print Format,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,{0} assigned a new task {1} {2} to you,,,,frappe,{0} خصص مهمة جديدة {1} {2} لك,,{0} خصص مهمة جديدة {1} {2} لك,,technical,pending,,,,,,,,,,,,Approved,
frappe,Recursive Fetch From,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Call Ended,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,Recipients,,,,frappe,المستلمين,,المستلمين,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Credit Card Entry,,,,erpnext,إدخال بطاقة إئتمان,,إدخال بطاقة إئتمان,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Integration Details,,,,erpnext,تفاصيل التكامل,,تفاصيل التكامل,,technical,pending,,,,,,,,,,,,Approved,
frappe,The attachments could not be correctly linked to the new document,,,,frappe,لا يمكن ربط المرفقات بشكل صحيح مع المستند الجديد,,لا يمكن ربط المرفقات بشكل صحيح مع المستند الجديد,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Non-Zeros,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,Force Stop job,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Insufficient Permissions,,,,erpnext,أذونات غير كافية,,أذونات غير كافية,,technical,pending,,,,,,,,,,,,Approved,
frappe,Email Signature,,,,frappe,توقيع البريد الالكترونى,,توقيع البريد الالكترونى,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Prospect Owner,,,,erpnext,,مالك فرصة البيع,مالك فرصة البيع,,technical,missing,,,,,,,,,,,,Pending,
frappe,Remove Field,,,,frappe,إزالة الميدان,,إزالة الميدان,,technical,pending,,,,,,,,,,,,Approved,
frappe,In seconds,,,,frappe,في ثوان,,في ثوان,,technical,pending,,,,,,,,,,,,Approved,
frappe,Search properties...,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Supplier Number At Customer,,,,erpnext,,رقم المورد لدى العميل,رقم المورد لدى العميل,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Sales Orders to Bill,,,,erpnext,أوامر المبيعات إلى الفاتورة,,أوامر المبيعات إلى الفاتورة,,technical,pending,,,,,,,,,,,,Approved,
erpnext,ZIP Code,,,,erpnext,الرمز البريدي,,الرمز البريدي,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Batch ID is mandatory,,,,erpnext,معرف الدُفعة إلزامي,,معرف الدُفعة إلزامي,,technical,pending,,,,,,,,,,,,Approved,
frappe,Instructions Emailed,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Please Set Supplier Group in Buying Settings.,,,,erpnext,يرجى تعيين مجموعة الموردين في إعدادات الشراء.,,يرجى تعيين مجموعة الموردين في إعدادات الشراء.,,technical,pending,,,,,,,,,,,,Approved,
frappe,Password reset instructions have been sent to {}'s email,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,You cannot unset 'Read Only' for field {0},,,,frappe,"لا يمكنك ضبط ""للقراءة فقط"" للحقل {0}",,"لا يمكنك ضبط ""للقراءة فقط"" للحقل {0}",,technical,pending,,,,,,,,,,,,Approved,
erpnext,Inspection Submission,,,,erpnext,,ترحيل الفحص,ترحيل الفحص,,technical,missing,,,,,,,,,,,,Pending,
frappe,New Notification,,,,frappe,إخطار جديد,,إخطار جديد,,technical,pending,,,,,,,,,,,,Approved,
frappe,Offset must be a non-negative integer,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Make Difference Entry,,,,erpnext,جعل دخول الفرق,,جعل دخول الفرق,,technical,pending,,,,,,,,,,,,Approved,
erpnext,BIN Qty,,,,erpnext,,كمية الحاوية,كمية الحاوية,,technical,missing,,,,,,,,,,,,Pending,
erpnext,"<span class=""h4""><b>Reports & Masters</b></span>",,,,erpnext,,"<span class=""h4""><b>التقارير والبيانات الرئيسية</b></span>","<span class=""h4""><b>التقارير والبيانات الرئيسية</b></span>",,technical,missing,,,,,,,,,,,,Pending,
frappe,On or Before,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,System,,,,frappe,نظام,,نظام,,technical,pending,,,,,,,,,,,,Approved,
frappe,Light,,,,frappe,,فاتح,فاتح,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Successfully merged {0} out of {1}.,,,,erpnext,,,,,technical,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,From Prospect,,,,erpnext,,من فرصة البيع,من فرصة البيع,,technical,missing,,,,,,,,,,,,Pending,
frappe,Column 1,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,Unable to find DocType {0},,,,frappe,تعذر العثور على نوع الملف {0},,تعذر العثور على نوع الملف {0},,technical,pending,,,,,,,,,,,,Approved,
erpnext,{0} asset cannot be transferred,,,,erpnext,{0} أصول لا يمكن نقلها,,{0} أصول لا يمكن نقلها,,technical,pending,,,,,,,,,,,,Approved,
frappe,Number,,,,frappe,رقم,,رقم,,technical,pending,,,,,,,,,,,,Approved,
erpnext,At least one row is required for a financial report template,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,Time Window (Seconds),,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Total Time in Mins,,,,erpnext,إجمالي الوقت بالدقائق,,إجمالي الوقت بالدقائق,,technical,pending,,,,,,,,,,,,Approved,
frappe,Email IDs,,,,frappe,البريد الإلكتروني معرفات,,البريد الإلكتروني معرفات,,technical,pending,,,,,,,,,,,,Approved,
frappe,Collapse All,,,,frappe,,طي الكل,طي الكل,,technical,missing,,,,,,,,,,,,Pending,
frappe,Next,Go to next slide,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Vehicle No,,,,erpnext,رقم المركبة,,رقم المركبة,,technical,pending,,,,,,,,,,,,Approved,
frappe,Want to discuss?,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,Reference Docname,,,,frappe,إشارة DocName,,إشارة DocName,,technical,pending,,,,,,,,,,,,Approved,
construction,Login Page Title must not exceed 30 characters. Current length: {0},,,,construction,يجب ألا يتجاوز عنوان صفحة تسجيل الدخول 30 حرفا. الطول الحالي: {0},يجب ألا يتجاوز عنوان صفحة تسجيل الدخول 30 حرفا. الطول الحالي: {0},يجب ألا يتجاوز عنوان صفحة تسجيل الدخول 30 حرفا. الطول الحالي: {0},,technical,pending,,,,,,,,,,,,Approved,
erpnext,Parent Row No not found for {0},,,,erpnext,,,,,technical,missing,,,,,,,,,,placeholder_mismatch,,Pending,
frappe,App Name (Client Name),,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Removing rows without exchange gain or loss,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Email Address (required),,,,erpnext,,البريد الإلكتروني (مطلوب),البريد الإلكتروني (مطلوب),,technical,missing,,,,,,,,,,,,Pending,
erpnext,Horsepower,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Returns,,,,erpnext,النتائج,,النتائج,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Rate at which supplier's currency is converted to company's base currency,,,,erpnext,المعدل الذي يتم تحويل العملة إلى عملة المورد قاعدة الشركة,,المعدل الذي يتم تحويل العملة إلى عملة المورد قاعدة الشركة,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Billing Address Details,,,,erpnext,,تفاصيل عنوان الفوترة,تفاصيل عنوان الفوترة,,technical,missing,,,,,,,,,,,,Pending,
frappe,Primary Color,,,,frappe,لون أصلي,اللون الأساسي,اللون الأساسي,,technical,pending,,,,,,,,,,,1,Approved,
erpnext,1000+,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,{0} cannot be hidden and mandatory without any default value,,,,frappe,,,,,technical,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Finance Book Id,,,,erpnext,رقم دفتر تمويل,,رقم دفتر تمويل,,technical,pending,,,,,,,,,,,,Approved,
construction,Login Button Hover Background,,,,construction,خلفية زر تسجيل الدخول عند المرور,خلفية زر تسجيل الدخول عند المرور,خلفية زر تسجيل الدخول عند المرور,,technical,pending,,,,,,,,,,,,Approved,
frappe,Total Outgoing Emails,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,System Health Report Failing Jobs,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,Incorrect Verification code,,,,frappe,رمز التحقق غير صحيح,,رمز التحقق غير صحيح,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Emails Queued,,,,erpnext,رسائل البريد الإلكتروني في قائمة الانتظار,,رسائل البريد الإلكتروني في قائمة الانتظار,,technical,pending,,,,,,,,,,,,Approved,
frappe,Only for,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,Your new password has been set successfully.,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Amount {0} {1} transferred from {2} to {3},,,,erpnext,القيمة {0} {1} نقلت من {2} إلى {3},,القيمة {0} {1} نقلت من {2} إلى {3},,technical,pending,,,,,,,,,,,,Approved,
frappe,Permission Rules,,,,frappe,إذن قوانين,,إذن قوانين,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Current Qty,,,,erpnext,الكمية الحالية,,الكمية الحالية,,technical,pending,,,,,,,,,,,,Approved,
frappe,"If checked, a confirmation will be required before performing workflow actions.",,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Margin,,,,erpnext,هامش,,هامش,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Quality Inspection Parameter,,,,erpnext,,معيار فحص الجودة,معيار فحص الجودة,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Open Tasks,,,,erpnext,,المهام المفتوحة,المهام المفتوحة,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Quality Action,,,,erpnext,جودة العمل,,جودة العمل,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Real Estate,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Second Email,,,,erpnext,البريد الإلكتروني الثاني,,البريد الإلكتروني الثاني,,technical,pending,,,,,,,,,,,,Approved,
frappe,Read Only Mode,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Please enter mobile number first.,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,Importing {0} is not allowed.,,,,frappe,,,,,technical,missing,,,,,,,,,,placeholder_mismatch,,Pending,
construction,Invalid hex color format in field '{0}': {1},,,,construction,تنسيق لون hex غير صالح في الحقل '{0}': {1},تنسيق لون hex غير صالح في الحقل '{0}': {1},تنسيق لون hex غير صالح في الحقل '{0}': {1},,technical,pending,,,,,,,,,,,,Approved,
erpnext,Sales Pipeline Analytics,,,,erpnext,,تحليلات مسار المبيعات,تحليلات مسار المبيعات,,technical,missing,,,,,,,,,,,,Pending,
frappe,Select Column,,,,frappe,حدد العمود,,حدد العمود,,technical,pending,,,,,,,,,,,,Approved,
