app,msgid,context,locations,comments,ct_app,po_translation,runtime_translation,effective_translation,proposed_translation,domain,priority,a1_status,a1_reviewer,a1_notes,a2_status,a2_reviewer,a2_notes,a3_status,a3_reviewer,a3_notes,qa_flags,cross_app_conflict,release_status,references
erpnext,Completed Quantity,,,,erpnext,الكمية المكتملة,,الكمية المكتملة,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Warehouse {0} can not be deleted as quantity exists for Item {1},,,,erpnext,مستودع {0} لا يمكن حذف كما توجد كمية القطعة ل {1},,مستودع {0} لا يمكن حذف كما توجد كمية القطعة ل {1},,boq,pending,,,,,,,,,,,,Approved,
construction,BOQ ID,,,,construction,رقم جدول الكميات,,رقم جدول الكميات,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Project Type,,,,erpnext,نوع المشروع,,نوع المشروع,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Projects User,,,,erpnext,عضو المشاريع,,عضو المشاريع,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Projects Settings,,,,erpnext,إعدادات المشاريع,,إعدادات المشاريع,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Cannot set quantity less than received quantity,,,,erpnext,لا يمكن تعيين كمية أقل من الكمية المستلمة,,لا يمكن تعيين كمية أقل من الكمية المستلمة,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Project Value,,,,erpnext,قيمة المشروع,,قيمة المشروع,,boq,pending,,,,,,,,,,,,Approved,
erpnext,How often should Project and Company be updated based on Sales Transactions?,,,,erpnext,كم مرة يجب تحديث المشروع والشركة بناءً على معاملات المبيعات؟,,كم مرة يجب تحديث المشروع والشركة بناءً على معاملات المبيعات؟,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Project master.,,,,erpnext,المدير الرئيسي بالمشروع.,,المدير الرئيسي بالمشروع.,,boq,pending,,,,,,,,,,,,Approved,
frappe,Project,,,,frappe,,المشروع,المشروع,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Quantity required for Item {0} in row {1},,,,erpnext,الكمية مطلوبة للبند {0} في الصف {1}\n<br>\nQuantity required for Item {0} in row {1},,الكمية مطلوبة للبند {0} في الصف {1}\n<br>\nQuantity required for Item {0} in row {1},,boq,pending,,,,,,,,,,html_imbalance,,Approved,
erpnext,How often should Project be updated of Total Purchase Cost ?,,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Row #{0}: Returned quantity cannot be greater than available quantity to return for Item {1},,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Project Start Date,,,,erpnext,تاريخ بدء المشروع,,تاريخ بدء المشروع,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Allows to keep aside a specific quantity of inventory for a particular order.,,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Sales Update Frequency in Company and Project,,,,erpnext,,تكرار تحديث المبيعات في الشركة والمشروع,تكرار تحديث المبيعات في الشركة والمشروع,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Extra Job Card Quantity,,,,erpnext,,كمية بطاقة عمل إضافية,كمية بطاقة عمل إضافية,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Row #{0}: Work Order exists against full or partial quantity of Item {1},,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Finished Good Item Quantity,,,,erpnext,,كمية صنف المنتج النهائي,كمية صنف المنتج النهائي,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Project Progress:,,,,erpnext,,تقدم المشروع:,تقدم المشروع:,,boq,missing,,,,,,,,,,,,Pending,
erpnext,You have been invited to collaborate on the project {0}.,,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,"For an item {0}, quantity must be negative number",,,,erpnext,بالنسبة إلى عنصر {0} ، يجب أن تكون الكمية رقمًا سالبًا,,بالنسبة إلى عنصر {0} ، يجب أن تكون الكمية رقمًا سالبًا,,boq,pending,,,,,,,,,,,,Approved,
erpnext,{0} ({1}) cannot be greater than planned quantity ({2}) in Work Order {3},,,,erpnext,{0} ({1}) لا يمكن أن يكون أكبر من الكمية المخطط لها ({2}) في أمر العمل {3},,{0} ({1}) لا يمكن أن يكون أكبر من الكمية المخطط لها ({2}) في أمر العمل {3},,boq,pending,,,,,,,,,,,,Approved,
erpnext,Set quantity of process loss item:,,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Reserved Quantity,,,,erpnext,الكمية المحجوزة,,الكمية المحجوزة,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Project User,,,,erpnext,عضو المشروع,,عضو المشروع,,boq,pending,,,,,,,,,,,,Approved,
erpnext,"For the item {0}, the quantity should be {1} according to the BOM {2}.",,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Max Sample Quantity,,,,erpnext,الحد الأقصى لعدد العينات,,الحد الأقصى لعدد العينات,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Set Operating Cost Based On BOM Quantity,,,,erpnext,,تعيين تكلفة التشغيل بناء على كمية قائمة المواد,تعيين تكلفة التشغيل بناء على كمية قائمة المواد,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Projects,,,,erpnext,مشاريع,المشاريع,المشاريع,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Reserved Qty for Production: Raw materials quantity to make manufacturing items.,,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Cannot set quantity less than delivered quantity,,,,erpnext,لا يمكن ضبط كمية أقل من الكمية المسلمة,,لا يمكن ضبط كمية أقل من الكمية المسلمة,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Project Summary,,,,erpnext,ملخص المشروع,,ملخص المشروع,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Please enter quantity for item {0},,,,erpnext,,يرجى إدخال الكمية للصنف {0},يرجى إدخال الكمية للصنف {0},,boq,missing,,,,,,,,,,,,Pending,
erpnext,Sample Quantity,,,,erpnext,كمية العينة,,كمية العينة,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Project wise Stock Tracking,,,,erpnext,تتبع المشروع الحكيم,,تتبع المشروع الحكيم,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Set Finished Good Quantity,,,,erpnext,,تعيين كمية المنتج النهائي,تعيين كمية المنتج النهائي,,boq,missing,,,,,,,,,,,,Pending,
erpnext,PSOA Project,,,,erpnext,مشروع PSOA,,مشروع PSOA,,boq,pending,,,,,,,,,,,,Approved,
erpnext,This tool helps you to update or fix the quantity and valuation of stock in the system. It is typically used to synchronise the system values and what actually exists in your warehouses.,,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Quantity (A - B),,,,erpnext,,الكمية (أ - ب),الكمية (أ - ب),,boq,missing,,,,,,,,,,,,Pending,
erpnext,No available quantity to reserve for item {0} in warehouse {1},,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Project Id,,,,erpnext,هوية المشروع,,هوية المشروع,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Minimum quantity should be as per Stock UOM,,,,erpnext,يجب أن تكون الكمية الأدنى حسب مخزون UOM,,يجب أن تكون الكمية الأدنى حسب مخزون UOM,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Learn Project Management,,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
erpnext,% Finished Item Quantity,,,,erpnext,,نسبة كمية الصنف النهائي,نسبة كمية الصنف النهائي,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Quantity of item obtained after manufacturing / repacking from given quantities of raw materials,,,,erpnext,الكمية من البنود التي تم الحصول عليها بعد التصنيع / إعادة التعبئة من الكميات المعطاء من المواد الخام,,الكمية من البنود التي تم الحصول عليها بعد التصنيع / إعادة التعبئة من الكميات المعطاء من المواد الخام,,boq,pending,,,,,,,,,,,,Approved,
erpnext,"Reserved Qty: Quantity ordered for sale, but not delivered.",,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
frappe,"The project number obtained from Google Cloud Console under <a href=""https://console.cloud.google.com/iam-admin/settings"">
""IAM &amp; Admin"" &gt; ""Settings""
</a>",,,,frappe,,,,,boq,missing,,,,,,,,,,html_imbalance,,Pending,
erpnext,Cannot disassemble more than produced quantity.,,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Costing and Billing fields has been updated,,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Quantity cannot be greater than {0} for Item {1},,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Stock UOM Quantity,,,,erpnext,,كمية وحدة قياس المخزون,كمية وحدة قياس المخزون,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Allow Sales Order with Zero Quantity,,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Project activity / task.,,,,erpnext,نشاط او مهمة لمشروع .,,نشاط او مهمة لمشروع .,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Row #{0}: You cannot use the inventory dimension '{1}' in Stock Reconciliation to modify the quantity or valuation rate. Stock reconciliation with inventory dimensions is intended solely for performing opening entries.,,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Row #{0}: Cannot cancel this Manufacturing Stock Entry as quantity of Scrap Item {1} produced cannot be less than quantity delivered.,,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Projected qty,,,,erpnext,الكمية المتوقعة,,الكمية المتوقعة,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Please enter at least one delivery date and quantity,,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Row #{0}: Quantity cannot be a non-positive number. Please increase the quantity or remove the Item {1},,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Quantity & Stock,,,,erpnext,الكمية والمخزون,,الكمية والمخزون,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Define Project type.,,,,erpnext,تعريف نوع المشروع.,,تعريف نوع المشروع.,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Sample quantity {0} cannot be more than received quantity {1},,,,erpnext,كمية العينة {0} لا يمكن أن تكون أكثر من الكمية المستلمة {1},,كمية العينة {0} لا يمكن أن تكون أكثر من الكمية المستلمة {1},,boq,pending,,,,,,,,,,,,Approved,
erpnext,Duplicate project has been created,,,,erpnext,تم إنشاء مشروع مكرر,,تم إنشاء مشروع مكرر,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Costing Amount,,,,erpnext,أجمالي الكلفة,,أجمالي الكلفة,,boq,pending,,,,,,,,,,,,Approved,
erpnext,You cannot delete Project Type 'External',,,,erpnext,لا يمكنك حذف مشروع من نوع 'خارجي',,لا يمكنك حذف مشروع من نوع 'خارجي',,boq,pending,,,,,,,,,,,,Approved,
erpnext,Projected On Hand,,,,erpnext,,المتوفر المتوقع,المتوفر المتوقع,,boq,missing,,,,,,,,,,,,Pending,
frappe,"<p>Set context before rendering a template. Example:</p><p>
</p><div><pre><code>
context.project = frappe.get_doc(""Project"", frappe.form_dict.name)
</code></pre></div>",,,,frappe,,,,,boq,missing,,,,,,,,,,html_imbalance,,Pending,
erpnext,Select Quantity,,,,erpnext,إختيار الكمية,,إختيار الكمية,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Transferred Quantity,,,,erpnext,الكمية المنقولة,,الكمية المنقولة,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Consider Projected Qty in Calculation,,,,erpnext,,احتساب الكمية المتوقعة في الحساب,احتساب الكمية المتوقعة في الحساب,,boq,missing,,,,,,,,,,,,Pending,
erpnext,"For projected and forecast quantities, the system will consider all child warehouses under the selected parent warehouse.",,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Row #{0}: Quantity to reserve for the Item {1} should be greater than 0.,,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Project Collaboration Invitation,,,,erpnext,دعوة للمشاركة في المشاريع,,دعوة للمشاركة في المشاريع,,boq,pending,,,,,,,,,,,,Approved,
erpnext,The percentage you are allowed to pick more items in the pick list than the ordered quantity.,,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
construction,BOQ Header,,,,construction,رأس جدول الكميات,رأس جدول الكميات,رأس جدول الكميات,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Rejected Quantity,,,,erpnext,الكمية المرفوضة,,الكمية المرفوضة,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Disables auto-fetching of existing quantity,,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
erpnext,At least one item should be entered with negative quantity in return document,,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Total Quantity,,,,erpnext,الكمية الإجمالية,,الكمية الإجمالية,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Message will be sent to the users to get their status on the Project,,,,erpnext,سيتم إرسال رسالة إلى المستخدمين للحصول على حالتهم في المشروع,,سيتم إرسال رسالة إلى المستخدمين للحصول على حالتهم في المشروع,,boq,pending,,,,,,,,,,,,Approved,
erpnext,"The Batch {0} has negative batch quantity {1}. To fix this, go to the batch and click on Recalculate Batch Qty. If the issue still persists, create an inward entry.",,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,"For the {0}, the quantity is required to make the return entry",,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Print UOM after Quantity,,,,erpnext,اطبع UOM بعد الكمية,,اطبع UOM بعد الكمية,,boq,pending,,,,,,,,,,,,Approved,
construction,BOQ Item Stage,,,,construction,مراحل تنفيذ البنود,مراحل تنفيذ البنود,مراحل تنفيذ البنود,,boq,pending,,,,,,,,,,,,Approved,
erpnext,"Since there is a process loss of {0} units for the finished good {1}, you should reduce the quantity by {0} units for the finished good {1} in the Items Table.",,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Received Quantity,,,,erpnext,الكمية المستلمة,,الكمية المستلمة,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Allow Purchase Order with Zero Quantity,,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
erpnext,{item_name}'s Sample Size ({sample_size}) cannot be greater than the Accepted Quantity ({accepted_quantity}),,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Project-wise data is not available for Quotation,,,,erpnext,البيانات الخاصة بالمشروع غير متوفرة للعرض المسعر,,البيانات الخاصة بالمشروع غير متوفرة للعرض المسعر,,boq,pending,,,,,,,,,,,,Approved,
frappe,Set Quantity,,,,frappe,,,,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Finished Good Quantity ,,,,erpnext,,,,,boq,missing,,,,,,,,,,whitespace,,Pending,
erpnext,Allow transferring raw materials even after the Required Quantity is fulfilled,,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
construction,WBS Code,,,,construction,كود البند,كود هيكل تقسيم العمل,كود هيكل تقسيم العمل,,boq,pending,,,,,,,,,,,,Approved,
construction,BOQ Item,,,,construction,بند جدول الكميات,بند جدول الكميات,بند جدول الكميات,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Allow Supplier Quotation with Zero Quantity,,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Batch Quantity,,,,erpnext,كمية الدفعة,,كمية الدفعة,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Quantity to Manufacture can not be zero for the operation {0},,,,erpnext,لا يمكن أن تكون الكمية للتصنيع صفراً للتشغيل {0},,لا يمكن أن تكون الكمية للتصنيع صفراً للتشغيل {0},,boq,pending,,,,,,,,,,,,Approved,
erpnext,Project Name,,,,erpnext,اسم المشروع,اسم المشروع,اسم المشروع,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Projects Manager,,,,erpnext,مدير المشاريع,,مدير المشاريع,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Ignore Existing Projected Quantity,,,,erpnext,تجاهل الكمية الموجودة المتوقعة,,تجاهل الكمية الموجودة المتوقعة,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Row {0}: Task {1} does not belong to Project {2},,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Row {0}: Quantity cannot be negative.,,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Consider Projected Qty in Calculation (RM),,,,erpnext,,احتساب الكمية المتوقعة في الحساب (مواد خام),احتساب الكمية المتوقعة في الحساب (مواد خام),,boq,missing,,,,,,,,,,,,Pending,
erpnext,Make project from a template.,,,,erpnext,جعل المشروع من قالب.,,جعل المشروع من قالب.,,boq,pending,,,,,,,,,,,,Approved,
erpnext,"Requested Qty: Quantity requested for purchase, but not ordered.",,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Pricing Rules are further filtered based on quantity.,,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Row #{0}: Returned quantity cannot be greater than available quantity for Item {1},,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Quantity and Warehouse,,,,erpnext,الكمية والنماذج,,الكمية والنماذج,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Row {0}: Quantity not available for {4} in warehouse {1} at posting time of the entry ({2} {3}),,,,erpnext,الصف {0}: الكمية غير متوفرة {4} في المستودع {1} في وقت نشر الإدخال ({2} {3}),,الصف {0}: الكمية غير متوفرة {4} في المستودع {1} في وقت نشر الإدخال ({2} {3}),,boq,pending,,,,,,,,,,,,Approved,
erpnext,At Row #{0}: The picked quantity {1} for the item {2} is greater than available stock {3} in the warehouse {4}.,,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Update frequency of Project,,,,erpnext,,تكرار تحديث المشروع,تكرار تحديث المشروع,,boq,missing,,,,,,,,,,,,Pending,
erpnext,{0} Coupon used are {1}. Allowed quantity is exhausted,,,,erpnext,{0} القسيمة المستخدمة هي {1}. الكمية المسموح بها مستنفدة,,{0} القسيمة المستخدمة هي {1}. الكمية المسموح بها مستنفدة,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Give free item for every N quantity,,,,erpnext,,منح صنف مجاني لكل كمية N,منح صنف مجاني لكل كمية N,,boq,missing,,,,,,,,,,,,Pending,
erpnext,"Material Request not created, as quantity for Raw Materials already available.",,,,erpnext,لم يتم إنشاء طلب المواد ، ككمية للمواد الخام المتاحة بالفعل.,,لم يتم إنشاء طلب المواد ، ككمية للمواد الخام المتاحة بالفعل.,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Percentage you are allowed to sell beyond the Blanket Order quantity.,,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Please enter a valid quantity,,,,erpnext,,يرجى إدخال كمية صالحة,يرجى إدخال كمية صالحة,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Use a name that is different from previous project name,,,,erpnext,استخدم اسمًا مختلفًا عن اسم المشروع السابق,,استخدم اسمًا مختلفًا عن اسم المشروع السابق,,boq,pending,,,,,,,,,,,,Approved,
erpnext,"Row {1}: Quantity ({0}) cannot be a fraction. To allow this, disable '{2}' in UOM {3}.",,,,erpnext,الصف {1}: لا يمكن أن تكون الكمية ({0}) كسرًا. للسماح بذلك ، قم بتعطيل &#39;{2}&#39; في UOM {3}.,,الصف {1}: لا يمكن أن تكون الكمية ({0}) كسرًا. للسماح بذلك ، قم بتعطيل &#39;{2}&#39; في UOM {3}.,,boq,pending,,,,,,,,,,,,Approved,
frappe,"If checked, negative numeric values of Currency, Quantity or Count would be shown as positive",,,,frappe,,,,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Default Costing Rate,,,,erpnext,سعر التكلفة الافتراضي,,سعر التكلفة الافتراضي,,boq,pending,,,,,,,,,,,,Approved,
