app,msgid,context,locations,comments,ct_app,po_translation,runtime_translation,effective_translation,proposed_translation,domain,priority,a1_status,a1_reviewer,a1_notes,a2_status,a2_reviewer,a2_notes,a3_status,a3_reviewer,a3_notes,qa_flags,cross_app_conflict,release_status,references
erpnext,Production Capacity,,,,erpnext,السعة الإنتاجية,,السعة الإنتاجية,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Work Order Qty Analysis,,,,erpnext,تحليل كمية أمر العمل,,تحليل كمية أمر العمل,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Closed Work Order can not be stopped or Re-opened,,,,erpnext,,لا يمكن إيقاف أمر عمل مغلق أو إعادة فتحه,لا يمكن إيقاف أمر عمل مغلق أو إعادة فتحه,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,Open Work Orders,,,,erpnext,فتح أوامر العمل,,فتح أوامر العمل,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Production Plan Sales Order,,,,erpnext,خطة الإنتاج لأمر المبيعات,,خطة الإنتاج لأمر المبيعات,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Work Order Analysis,,,,erpnext,تحليل أمر العمل,,تحليل أمر العمل,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Please set {0} in BOM Creator {1},,,,erpnext,,,,,manufacturing,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Reqd Qty (BOM),,,,erpnext,,الكمية المطلوبة (قائمة المواد),الكمية المطلوبة (قائمة المواد),,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,Browse BOM,,,,erpnext,تصفح قائمة المواد,,تصفح قائمة المواد,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Work Order Summary,,,,erpnext,ملخص أمر العمل,,ملخص أمر العمل,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,BOM 2,,,,erpnext,,قائمة المواد 2,قائمة المواد 2,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,Work Order has been {0},,,,erpnext,تم عمل الطلب {0},,تم عمل الطلب {0},,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,For Production,,,,erpnext,للإنتاج,,للإنتاج,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Overproduction Percentage For Sales Order,,,,erpnext,نسبة الإنتاج الزائد لأمر المبيعات,,نسبة الإنتاج الزائد لأمر المبيعات,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,BOM No (For Semi-Finished Goods),,,,erpnext,,,,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,Monthly Total Work Orders,,,,erpnext,إجمالي أوامر العمل الشهرية,,إجمالي أوامر العمل الشهرية,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Replace BOM,,,,erpnext,استبدال بوم,,استبدال بوم,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,BOM Detail No,,,,erpnext,رقم تفاصيل فاتورة الموارد,,رقم تفاصيل فاتورة الموارد,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Completed Work Orders,,,,erpnext,أوامر العمل المكتملة,,أوامر العمل المكتملة,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Select BOM and Qty for Production,,,,erpnext,اختر فاتورة المواد و الكمية للانتاج,,اختر فاتورة المواد و الكمية للانتاج,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Used for Production Plan,,,,erpnext,تستخدم لخطة الإنتاج,,تستخدم لخطة الإنتاج,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,BOM Operations Time,,,,erpnext,وقت عمليات BOM,,وقت عمليات BOM,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,BOM recursion: {0} cannot be child of {1},,,,erpnext,تكرار BOM: {0} لا يمكن أن يكون تابعًا لـ {1},,تكرار BOM: {0} لا يمكن أن يكون تابعًا لـ {1},,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Manufacturing BOM,,,,erpnext,,قائمة مواد التصنيع,قائمة مواد التصنيع,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,Once the Work Order is Closed. It can't be resumed.,,,,erpnext,,,,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,Qty To Manufacture in the job card cannot be greater than Qty To Manufacture in the work order for the operation {0}. <br><br><b>Solution: </b> Either you can reduce the Qty To Manufacture in the job card or set the 'Overproduction Percentage For Work Order' in the {1}.,,,,erpnext,,,,,manufacturing,missing,,,,,,,,,,placeholder_mismatch;html_imbalance,,Pending,
erpnext,Monthly Completed Work Orders,,,,erpnext,أوامر العمل المكتملة شهريًا,,أوامر العمل المكتملة شهريًا,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Reserved for manufacturing,,,,erpnext,محفوظة لتصنيع,,محفوظة لتصنيع,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,BOM Comparison Tool,,,,erpnext,أداة مقارنة BOM,,أداة مقارنة BOM,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Operating Cost as per Work Order / BOM,,,,erpnext,تكلفة التشغيل حسب أمر العمل / BOM,,تكلفة التشغيل حسب أمر العمل / BOM,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Work Order Operation,,,,erpnext,عملية ترتيب العمل,,عملية ترتيب العمل,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Reserved Qty for Production Plan,,,,erpnext,,الكمية المحجوزة لخطة الإنتاج,الكمية المحجوزة لخطة الإنتاج,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,BOM and Production,,,,erpnext,,قائمة المواد والإنتاج,قائمة المواد والإنتاج,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,Work Orders in Progress,,,,erpnext,أوامر العمل في التقدم,,أوامر العمل في التقدم,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Sub-assembly BOM Count,,,,erpnext,التجميع الفرعي BOM Count,,التجميع الفرعي BOM Count,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Please select a Work Order first.,,,,erpnext,,,,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,Validate Consumed Qty (as per BOM),,,,erpnext,,التحقق من الكمية المستهلكة (حسب قائمة المواد),التحقق من الكمية المستهلكة (حسب قائمة المواد),,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,You can't make any changes to Job Card since Work Order is closed.,,,,erpnext,,,,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,The new BOM after replacement,,,,erpnext,وBOM الجديدة بعد استبدال,,وBOM الجديدة بعد استبدال,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,No. of parallel job cards which can be allowed on this workstation. Example: 2 would mean this workstation can process production for two Work Orders at a time.,,,,erpnext,,,,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,Manufacturing Time,,,,erpnext,,وقت التصنيع,وقت التصنيع,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,Multi-level BOM Creator,,,,erpnext,,منشئ قائمة مواد متعددة المستويات,منشئ قائمة مواد متعددة المستويات,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,Operation {0} does not belong to the work order {1},,,,erpnext,العملية {0} لا تنتمي إلى أمر العمل {1},,العملية {0} لا تنتمي إلى أمر العمل {1},,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,BOM UOM,,,,erpnext,,وحدة قياس قائمة المواد,وحدة قياس قائمة المواد,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,In Production,,,,erpnext,في الانتاج,,في الانتاج,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Overproduction for Sales and Work Order,,,,erpnext,زيادة الإنتاج للمبيعات وطلب العمل,,زيادة الإنتاج للمبيعات وطلب العمل,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Manufacturing Type,,,,erpnext,,نوع التصنيع,نوع التصنيع,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,Transaction not allowed against stopped Work Order {0},,,,erpnext,المعاملة غير مسموح بها في مقابل أمر العمل المتوقف {0},,المعاملة غير مسموح بها في مقابل أمر العمل المتوقف {0},,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,production,,,,erpnext,إنتاج,,إنتاج,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Level (BOM),,,,erpnext,,المستوى (قائمة المواد),المستوى (قائمة المواد),,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,Default BOM,,,,erpnext,الافتراضي BOM,,الافتراضي BOM,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Manufacturing Date,,,,erpnext,تاريخ التصنيع,,تاريخ التصنيع,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,From BOM,,,,erpnext,من BOM,,من BOM,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,WIP Work Orders,,,,erpnext,,أوامر عمل تحت التشغيل,أوامر عمل تحت التشغيل,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,BOM Variance Report,,,,erpnext,تقرير الفرق BOM,,تقرير الفرق BOM,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Work Orders,,,,erpnext,طلبات العمل,,طلبات العمل,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Manufacturing Manager,,,,erpnext,مدير التصنيع,,مدير التصنيع,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,BOM Operation,,,,erpnext,عملية قائمة المواد,,عملية قائمة المواد,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,"Under Working Hours table, you can add start and end times for a Workstation. For example, a Workstation may be active from 9 am to 1 pm, then 2 pm to 5 pm. You can also specify the working hours based on shifts. While scheduling a Work Order, the system will check for the availability of the Workstation based on the working hours specified.",,,,erpnext,,,,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,Variant BOM,,,,erpnext,المتغير BOM,,المتغير BOM,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,BOM Info,,,,erpnext,,معلومات قائمة المواد,معلومات قائمة المواد,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,Production Plan Summary,,,,erpnext,,ملخص خطة الإنتاج,ملخص خطة الإنتاج,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,Reserved for Production,,,,erpnext,,محجوز للإنتاج,محجوز للإنتاج,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,Master Production Schedule,,,,erpnext,,خطة الإنتاج الرئيسية,خطة الإنتاج الرئيسية,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,Work Order Qty,,,,erpnext,رقم أمر العمل,,رقم أمر العمل,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,BOM Website Operation,,,,erpnext,عملية الموقع الالكتروني بقائمة المواد,,عملية الموقع الالكتروني بقائمة المواد,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,BOM ID,,,,erpnext,معرف BOM,,معرف BOM,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,(Total Workstation Time / Manufacturing Time) * 60,,,,erpnext,,,,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,BOM 1,,,,erpnext,,قائمة المواد 1,قائمة المواد 1,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,Please mention the Current and New BOM for replacement.,,,,erpnext,,,,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,Can not close Work Order. Since {0} Job Cards are in Work In Progress state.,,,,erpnext,,,,,manufacturing,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Reserved for Production Plan,,,,erpnext,,محجوز لخطة الإنتاج,محجوز لخطة الإنتاج,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,Current BOM,,,,erpnext,قائمة المواد الحالية,,قائمة المواد الحالية,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,New BOM,,,,erpnext,قائمة مواد جديدة,,قائمة مواد جديدة,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Reserved Qty for Production,,,,erpnext,الكمية المحجوزة للانتاج,,الكمية المحجوزة للانتاج,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Please select a BOM,,,,erpnext,يرجى تحديد بوم,,يرجى تحديد بوم,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,BOM No,,,,erpnext,رقم قائمة مكونات المواد,,رقم قائمة مكونات المواد,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Allow Production on Holidays,,,,erpnext,السماح الإنتاج على عطلات,,السماح الإنتاج على عطلات,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,BOM Creator,,,,erpnext,,منشئ قائمة المواد,منشئ قائمة المواد,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,The Company {0} of Sales Forecast {1} does not match with the Company {2} of Master Production Schedule {3}.,,,,erpnext,,,,,manufacturing,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Updating Work Order status,,,,erpnext,,جار تحديث حالة أمر العمل,جار تحديث حالة أمر العمل,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,For Work Order,,,,erpnext,,,,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,Pending Work Order,,,,erpnext,أمر عمل معلق,,أمر عمل معلق,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Manufacturing User,,,,erpnext,مستخدم التصنيع,,مستخدم التصنيع,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Row {0}: Currency of the BOM #{1} should be equal to the selected currency {2},,,,erpnext,الصف {0}: العملة للـ BOM #{1} يجب أن يساوي العملة المختارة {2}<br>Row {0}: Currency of the BOM #{1} should be equal to the selected currency {2},,الصف {0}: العملة للـ BOM #{1} يجب أن يساوي العملة المختارة {2}<br>Row {0}: Currency of the BOM #{1} should be equal to the selected currency {2},,manufacturing,pending,,,,,,,,,,html_imbalance,,Approved,
erpnext,BOM Updation is queued and may take a few minutes. Check {0} for progress.,,,,erpnext,,,,,manufacturing,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,BOM recursion: {1} cannot be parent or child of {0},,,,erpnext,,,,,manufacturing,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext, BOM,,,,erpnext,,,,,manufacturing,missing,,,,,,,,,,whitespace,,Pending,
erpnext,Finished Good BOM,,,,erpnext,,قائمة مواد المنتج النهائي,قائمة مواد المنتج النهائي,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,From BOM No,,,,erpnext,,من رقم قائمة المواد,من رقم قائمة المواد,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,BOM Search,,,,erpnext,BOM البحث,,BOM البحث,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Set the Planned Start Date (an Estimated Date at which you want the Production to begin),,,,erpnext,,,,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,BOM 1 {0} and BOM 2 {1} should not be same,,,,erpnext,يجب ألا يكون BOM 1 {0} و BOM 2 {1} متطابقين,,يجب ألا يكون BOM 1 {0} و BOM 2 {1} متطابقين,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Learn Manufacturing,,,,erpnext,,,,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,Select the Default Workstation where the Operation will be performed. This will be fetched in BOMs and Work Orders.,,,,erpnext,,,,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,BOM {0} must be active,,,,erpnext,قائمة مكونات المواد {0} يجب أن تكون نشطة\n<br>\nBOM {0} must be active,,قائمة مكونات المواد {0} يجب أن تكون نشطة\n<br>\nBOM {0} must be active,,manufacturing,pending,,,,,,,,,,html_imbalance,,Approved,
erpnext,Operation {0} added multiple times in the work order {1},,,,erpnext,تمت إضافة العملية {0} عدة مرات في أمر العمل {1},,تمت إضافة العملية {0} عدة مرات في أمر العمل {1},,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Final BOM,,,,erpnext,,قائمة المواد النهائية,قائمة المواد النهائية,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,Use Multi-Level BOM,,,,erpnext,استخدام متعدد المستويات BOM,,استخدام متعدد المستويات BOM,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Manufacturing Settings,,,,erpnext,إعدادات التصنيع,,إعدادات التصنيع,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,BOM Qty,,,,erpnext,BOM الكمية,,BOM الكمية,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,All BOMs,,,,erpnext,كل الأصناف المركبة,,كل الأصناف المركبة,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Overproduction Percentage For Work Order,,,,erpnext,نسبة الإنتاج الزائد لأمر العمل,,نسبة الإنتاج الزائد لأمر العمل,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Validate Components and Quantities Per BOM,,,,erpnext,,التحقق من المكونات والكميات حسب قائمة المواد,التحقق من المكونات والكميات حسب قائمة المواد,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,Planned Work Order,,,,erpnext,,أمر عمل مخطط,أمر عمل مخطط,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,Work Order {0}: Job Card not found for the operation {1},,,,erpnext,أمر العمل {0}: لم يتم العثور على بطاقة المهمة للعملية {1},,أمر العمل {0}: لم يتم العثور على بطاقة المهمة للعملية {1},,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Production Analytics,,,,erpnext,تحليلات إنتاج,,تحليلات إنتاج,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Sales orders are not available for production,,,,erpnext,طلبات المبيعات غير متوفرة للإنتاج,,طلبات المبيعات غير متوفرة للإنتاج,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,BOM,,,,erpnext,قائمة مكونات المواد,قائمة المواد,قائمة المواد,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Make Serial No / Batch from Work Order,,,,erpnext,,إنشاء رقم تسلسلي/دفعة من أمر العمل,إنشاء رقم تسلسلي/دفعة من أمر العمل,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,Production,,,,erpnext,الإنتاج,,الإنتاج,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Generating Master Production Schedule...,,,,erpnext,,جار إنشاء خطة الإنتاج الرئيسية...,جار إنشاء خطة الإنتاج الرئيسية...,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,Edit BOM,,,,erpnext,,تعديل قائمة المواد,تعديل قائمة المواد,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,BOM Updation already in progress. Please wait until {0} is complete.,,,,erpnext,,,,,manufacturing,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Default BOM for {0} not found,,,,erpnext,فاتورة المواد ل {0} غير موجودة\n<br>\nDefault BOM for {0} not found,,فاتورة المواد ل {0} غير موجودة\n<br>\nDefault BOM for {0} not found,,manufacturing,pending,,,,,,,,,,html_imbalance,,Approved,
erpnext,Production Planning Report,,,,erpnext,تقرير تخطيط الإنتاج,,تقرير تخطيط الإنتاج,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,The Work Order is mandatory for Disassembly Order,,,,erpnext,,,,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,Manufacturing Section,,,,erpnext,قسم التصنيع,,قسم التصنيع,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,"If the selected BOM has Operations mentioned in it, the system will fetch all Operations from BOM, these values can be changed.",,,,erpnext,,,,,manufacturing,missing,,,,,,,,,,,,Pending,
erpnext,Open BOM {0},,,,erpnext,,,,,manufacturing,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Manufacturing,,,,erpnext,التصنيع,التصنيع,التصنيع,,manufacturing,pending,,,,,,,,,,,,Approved,
erpnext,Open Work Order {0},,,,erpnext,,,,,manufacturing,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Is Phantom BOM,,,,erpnext,,قائمة مواد وهمية,قائمة مواد وهمية,,manufacturing,missing,,,,,,,,,,,,Pending,
