batch,source_text,classification,tier,desk_quoted_hits,desk_score,accounting_workflow,length,app,location,suppression_rationale,ai_r_ref,suggested_ar
01,Dark,translation-candidate,1,3,5,0,4,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Light,translation-candidate,1,3,5,0,5,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,DELETE,translation-candidate,1,2,5,0,6,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Indent,translation-candidate,1,2,5,0,6,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Redo,translation-candidate,1,2,5,0,4,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Warning,translation-candidate,1,2,5,0,7,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Are you sure you want to proceed?,translation-candidate,1,2,4,0,33,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Are you sure you want to {0}?,translation-candidate,1,2,4,0,29,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Clear Filters,translation-candidate,1,2,4,0,13,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Download PDF,translation-candidate,1,2,4,0,12,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Load More Communications,translation-candidate,1,2,4,0,24,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Load more,translation-candidate,1,2,4,0,9,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,No Data...,translation-candidate,1,2,4,0,10,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,No Results found,translation-candidate,1,2,4,0,16,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,No Select Field Found,translation-candidate,1,2,4,0,21,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,No rows selected,translation-candidate,1,2,4,0,16,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Select a field to edit its properties.,translation-candidate,1,2,4,0,38,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Activate,translation-candidate,1,0,5,0,8,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Changes,translation-candidate,1,0,5,0,7,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,OPTIONS,translation-candidate,1,0,5,0,7,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Template,translation-candidate,1,0,5,0,8,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Bulk Actions,translation-candidate,1,0,4,0,12,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Log out,translation-candidate,1,0,4,0,7,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,No data to export,translation-candidate,1,0,4,0,17,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Parent Document Type,translation-candidate,1,0,4,0,20,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Push Notification Settings,translation-candidate,1,0,4,0,26,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Reference Document Type,translation-candidate,1,0,4,0,23,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,User Document Type,translation-candidate,1,0,4,0,18,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,User Select Document Type,translation-candidate,1,0,4,0,25,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,User Settings,translation-candidate,1,0,4,0,13,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,HTML,translation-candidate,2,163,0,0,4,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,label,translation-candidate,2,139,0,0,5,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,L,translation-candidate,2,108,0,0,1,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,DocType,translation-candidate,2,103,0,0,7,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,M,translation-candidate,2,100,0,0,1,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Tab Break,translation-candidate,2,88,2,0,9,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,GET,translation-candidate,2,84,0,0,3,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,POST,translation-candidate,2,54,0,0,4,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Communication,translation-candidate,2,44,0,0,13,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Percent,translation-candidate,2,44,0,0,7,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,email,translation-candidate,2,31,0,0,5,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Duration,translation-candidate,2,29,0,0,8,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,gray,translation-candidate,2,29,0,0,4,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,ID,translation-candidate,2,28,0,0,2,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,K,translation-candidate,2,27,0,0,1,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Placeholder,translation-candidate,2,27,0,0,11,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Subject,translation-candidate,2,26,0,0,7,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,yyyy-mm-dd,translation-candidate,2,26,0,0,10,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Autocomplete,translation-candidate,2,25,0,0,12,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Arguments,translation-candidate,2,22,0,0,9,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Phone,translation-candidate,2,22,0,0,5,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),الهاتف
01,Tag,translation-candidate,2,21,0,0,3,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Workflow State,translation-candidate,2,19,2,0,14,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Rating,translation-candidate,2,19,0,0,6,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Kanban Board,translation-candidate,2,18,2,0,12,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,JSON,translation-candidate,2,18,0,0,4,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,long,translation-candidate,2,18,0,0,4,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Done,translation-candidate,2,17,0,0,4,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,No Label,translation-candidate,2,16,2,0,8,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Medium,translation-candidate,2,16,0,0,6,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,dd.mm.yyyy,translation-candidate,2,15,0,0,10,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Assigned To,translation-candidate,2,14,2,0,11,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,B,translation-candidate,2,13,0,0,1,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,DocField,translation-candidate,2,13,0,0,8,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Bar,translation-candidate,2,12,0,0,3,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Month,translation-candidate,2,12,0,0,5,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Monthly,translation-candidate,2,12,0,0,7,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Property,translation-candidate,2,12,0,0,8,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,of,translation-candidate,2,12,0,0,2,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,plain,translation-candidate,2,12,0,0,5,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,short,translation-candidate,2,12,0,0,5,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Sunday,translation-candidate,2,11,0,0,6,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,T,translation-candidate,2,11,0,0,1,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,esc,translation-candidate,2,11,0,0,3,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Field Template,translation-candidate,2,10,2,0,14,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Form Tour,translation-candidate,2,10,2,0,9,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Archived,translation-candidate,2,10,0,0,8,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Daily,translation-candidate,2,10,0,0,5,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Python,translation-candidate,2,10,0,0,6,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Quarterly,translation-candidate,2,10,0,0,9,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Spacer,translation-candidate,2,10,0,0,6,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Weekly,translation-candidate,2,10,0,0,6,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Yearly,translation-candidate,2,10,0,0,6,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,light-blue,translation-candidate,2,10,0,0,10,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,or,translation-candidate,2,10,0,0,2,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Saved Filters,translation-candidate,2,9,2,0,13,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,High,translation-candidate,2,9,0,0,4,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Missing Values Required,translation-candidate,2,9,0,0,23,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,and,translation-candidate,2,9,0,0,3,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,grey,translation-candidate,2,9,0,0,4,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Added {0} ({1}),translation-candidate,2,8,2,0,15,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,By fieldname,translation-candidate,2,8,2,0,12,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Document Saved,translation-candidate,2,8,2,0,14,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Set Quantity,translation-candidate,2,8,2,0,12,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Drag,translation-candidate,2,8,0,0,4,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Expression,translation-candidate,2,8,0,0,10,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Page Break,translation-candidate,2,7,2,0,10,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Page {0} of {1},translation-candidate,2,7,2,0,15,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Unselect All,translation-candidate,2,7,2,0,12,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,End,translation-candidate,2,7,0,0,3,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,JS,translation-candidate,2,7,0,0,2,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Note,translation-candidate,2,7,0,0,4,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Route,translation-candidate,2,7,0,0,5,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Tomorrow,translation-candidate,2,7,0,0,8,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Yesterday,translation-candidate,2,7,0,0,9,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Automated Message,translation-candidate,2,6,2,0,17,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
01,Choose a color,translation-candidate,2,6,2,0,14,frappe,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),
