source_text,classification,location,suppression_rationale,ai_r_ref,length,app,suggested_ar
Document Type,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),13,frappe,
Show Preview,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),12,frappe,
Value,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),5,frappe,
System Settings,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),15,frappe,
Column,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),6,frappe,
No values to show,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),17,frappe,
Set by user,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),11,frappe,
Complete,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),8,frappe,
Move,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),4,frappe,
{count} cell copied,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),19,frappe,
{count} row selected,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),20,frappe,
Result,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),6,frappe,
Undo,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),4,frappe,
ascending,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),9,frappe,
descending,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),10,frappe,
Click to sort by {0},translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),20,frappe,
Collapse All,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),12,frappe,
Expand All,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),10,frappe,
Hide Preview,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),12,frappe,
No filters found,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),16,frappe,
Notification Settings,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),21,frappe,
Redo last action,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),16,frappe,
Reset Changes,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),13,frappe,
Select Field...,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),15,frappe,
Switch Theme,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),12,frappe,
Dark,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),4,frappe,
Light,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),5,frappe,
DELETE,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),6,frappe,
Indent,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),6,frappe,
Redo,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),4,frappe,
Warning,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),7,frappe,
Are you sure you want to proceed?,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),33,frappe,
Are you sure you want to {0}?,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),29,frappe,
Clear Filters,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),13,frappe,
Download PDF,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),12,frappe,
Load More Communications,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),24,frappe,
Load more,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),9,frappe,
No Data...,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),10,frappe,
No Results found,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),16,frappe,
No Select Field Found,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),21,frappe,
No rows selected,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),16,frappe,
Select a field to edit its properties.,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),38,frappe,
Activate,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),8,frappe,
Changes,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),7,frappe,
OPTIONS,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),7,frappe,
Template,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),8,frappe,
Bulk Actions,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),12,frappe,
Log out,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),7,frappe,
No data to export,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),17,frappe,
Parent Document Type,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),20,frappe,
Push Notification Settings,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),26,frappe,
Reference Document Type,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),23,frappe,
User Document Type,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),18,frappe,
User Select Document Type,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),25,frappe,
User Settings,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),13,frappe,
HTML,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),4,frappe,
label,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),5,frappe,
L,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),1,frappe,
DocType,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),7,frappe,
M,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),1,frappe,
Tab Break,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),9,frappe,
GET,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),3,frappe,
POST,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),4,frappe,
Communication,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),13,frappe,
Percent,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),7,frappe,
email,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),5,frappe,
Duration,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),8,frappe,
gray,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),4,frappe,
ID,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),2,frappe,
K,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),1,frappe,
Placeholder,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),11,frappe,
Subject,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),7,frappe,
yyyy-mm-dd,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),10,frappe,
Autocomplete,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),12,frappe,
Arguments,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),9,frappe,
Phone,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),5,frappe,الهاتف
Tag,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),3,frappe,
Workflow State,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),14,frappe,
Rating,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),6,frappe,
Kanban Board,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),12,frappe,
JSON,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),4,frappe,
long,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),4,frappe,
Done,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),4,frappe,
No Label,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),8,frappe,
Medium,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),6,frappe,
dd.mm.yyyy,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),10,frappe,
Assigned To,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),11,frappe,
B,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),1,frappe,
DocField,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),8,frappe,
Bar,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),3,frappe,
Month,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),5,frappe,
Monthly,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),7,frappe,
Property,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),8,frappe,
of,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),2,frappe,
plain,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),5,frappe,
short,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),5,frappe,
Sunday,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),6,frappe,
T,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),1,frappe,
esc,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),3,frappe,
Field Template,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),14,frappe,
Form Tour,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),9,frappe,
Archived,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),8,frappe,
Daily,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),5,frappe,
Python,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),6,frappe,
Quarterly,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),9,frappe,
Spacer,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),6,frappe,
Weekly,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),6,frappe,
Yearly,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),6,frappe,
light-blue,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),10,frappe,
or,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),2,frappe,
Saved Filters,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),13,frappe,
High,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),4,frappe,
Missing Values Required,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),23,frappe,
and,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),3,frappe,
grey,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),4,frappe,
Added {0} ({1}),translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),15,frappe,
By fieldname,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),12,frappe,
Document Saved,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),14,frappe,
Set Quantity,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),12,frappe,
Drag,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),4,frappe,
Expression,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),10,frappe,
Page Break,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),10,frappe,
Page {0} of {1},translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),15,frappe,
Unselect All,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),12,frappe,
End,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),3,frappe,
JS,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),2,frappe,
Note,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),4,frappe,
Route,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),5,frappe,
Tomorrow,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),8,frappe,
Yesterday,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),9,frappe,
Automated Message,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),17,frappe,
Choose a color,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),14,frappe,
Choose an icon,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),14,frappe,
Insert Below,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),12,frappe,
Naming Series,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),13,frappe,
UTM Campaign,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),12,frappe,
UTM Medium,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),10,frappe,
UTM Source,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),10,frappe,
Banker's Rounding (legacy),translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),26,frappe,
Expression (old style),translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),22,frappe,
Low,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),3,frappe,
Monday,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),6,frappe,
Seconds,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),7,frappe,
Sticky,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),6,frappe,
Configure Columns,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),17,frappe,
Helvetica Neue,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),14,frappe,
Invalid URL,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),11,frappe,
Invalid Values,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),14,frappe,
Merge with existing,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),19,frappe,
Activity,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),8,frappe,
Chart,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),5,frappe,
Diff,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),4,frappe,
External,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),8,frappe,
