source_text,classification,location,suppression_rationale,ai_r_ref,length,app,suggested_ar
Read Only Depends On (JS),translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),25,frappe,
Read the documentation to know more,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),35,frappe,
Readme,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),6,frappe,
Reason,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),6,frappe,
Received an invalid token type.,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),31,frappe,
Recipient Account Field,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),23,frappe,
Recorder Suggested Index,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),24,frappe,
Redirect to the selected app after login,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),40,frappe,
Redirects,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),9,frappe,
Reference Document Name,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),23,frappe,
Relay Server URL missing,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),24,frappe,
Release,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),7,frappe,
Reminder,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),8,frappe,
Reminder cannot be created in past.,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),35,frappe,
Removed,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),7,frappe,
Reopen,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),6,frappe,
Repeat Header and Footer,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),24,frappe,
Replicate,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),9,frappe,
Replicating...,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),14,frappe,
Replication completed.,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),22,frappe,
Represents a User in the system.,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),32,frappe,
Request for Account Deletion,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),28,frappe,
Reset All Customizations,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),24,frappe,
Reset Password Template,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),23,frappe,
Resource,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),8,frappe,
Resource Documentation,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),22,frappe,
"Route: Example \""/app\""",translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),23,frappe,
Row #{}: Fieldname is required,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),30,frappe,
Rules,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),5,frappe,
SMS sent successfully,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),21,frappe,
SMTP Server is required,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),23,frappe,
Saving Customization...,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),23,frappe,
Schedule,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),8,frappe,
Scheduler,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),9,frappe,
Scope,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),5,frappe,
Script to attach to all web pages.,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),34,frappe,
Scripting,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),9,frappe,
Scripts,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),7,frappe,
See previous responses,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),22,frappe,
Select Network Printer,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),22,frappe,
Send Email To Creator,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),21,frappe,
Sender,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),6,frappe,
Sendgrid,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),8,frappe,
Series Updated for {},translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),21,frappe,
Service,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),7,frappe,
Session Expiry (idle timeout),translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),29,frappe,
Sessions,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),8,frappe,
Settings for Contact Us Page,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),28,frappe,
Settings for the About Us Page,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),30,frappe,
Setup > Customize Form,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),22,frappe,
Setup > User Permissions,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),24,frappe,
Setup Series for transactions,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),29,frappe,
Show Absolute Datetime in Timeline,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),34,frappe,
Show App Icons As Folder,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),24,frappe,
Show Auth Server Metadata,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),25,frappe,
Show First Document Tour,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),24,frappe,
Show Only Failed Logs,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),21,frappe,
Show Protected Resource Metadata,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),32,frappe,
Show Values over Chart,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),22,frappe,
Show in Resource Metadata,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),25,frappe,
Show link to document,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),21,frappe,
Sign Up and Confirmation,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),24,frappe,
Skipped,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),7,frappe,
"Skipping {0} of {1}, {2}",translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),24,frappe,
Slideshow like display for the website,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),38,frappe,
Slug,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),4,frappe,
Snippet and more variables:  {0},translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),32,frappe,
SocketIO Transport Mode,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),23,frappe,
SparkPost,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),9,frappe,
Spawns actions in a background job,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),34,frappe,
Standard DocType can not be deleted.,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),36,frappe,
Standard Reports cannot be deleted,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),34,frappe,
Standard Reports cannot be edited,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),33,frappe,
Standard rich text editor with controls,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),39,frappe,
State,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),5,frappe,
Statistics,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),10,frappe,
Stop,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),4,frappe,
Storage Usage By Table,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),22,frappe,
Store Attached PDF Document,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),27,frappe,
Strip EXIF tags from uploaded images,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),36,frappe,
Subtle,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),6,frappe,
Successfully imported {0},translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),25,frappe,
Successfully signed out,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),23,frappe,
Successfully updated {0},translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),24,frappe,
Suggest Optimizations,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),21,frappe,
Sync events from Google as public,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),33,frappe,
System Manager privileges required.,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),35,frappe,
Table Fieldname Missing,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),23,frappe,
Target,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),6,frappe,
Team Members Subtitle,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),21,frappe,
Telemetry,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),9,frappe,
The Condition '{0}' is invalid,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),30,frappe,
The File URL you've entered is incorrect,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),40,frappe,
The changes have been reverted.,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),31,frappe,
The country's ISO 3166 ALPHA-2 code.,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),36,frappe,
The field {0} is mandatory,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),26,frappe,
The reset password link has been expired,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),40,frappe,
The role {0} should be a custom role.,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),37,frappe,
The selected document {0} is not a {1}.,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),39,frappe,
"There is no task called \""{}\""",translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),30,frappe,
Time Window (Seconds),translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),21,frappe,
Timeline,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),8,frappe,
Tip: Try the new dropdown console using,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),39,frappe,
"To enable server scripts, read the {0}.",translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),39,frappe,
To generate password click {0},translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),30,frappe,
To know more click {0},translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),22,frappe,
Token Endpoint Auth Method,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),26,frappe,
