source_text,suggested_ar,locations,area,has_pre_filled
Cental,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Centiarea,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Centigram/Litre,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Centilitre,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Centimeter,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Chain,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Chemical,,erpnext/setup/setup_wizard/data/industry_type.txt:12,setup,0
Chief Executive Officer,,erpnext/setup/setup_wizard/data/designation.txt:9,setup,0
Chief Financial Officer,,erpnext/setup/setup_wizard/data/designation.txt:10,setup,0
Chief Operating Officer,,erpnext/setup/setup_wizard/data/designation.txt:11,setup,0
Chief Technology Officer,,erpnext/setup/setup_wizard/data/designation.txt:12,setup,0
Classification of Customers by region,,erpnext/setup/doctype/territory/territory.json:None,setup,0
Clear Notifications,مسح الإشعارات,erpnext/setup/doctype/transaction_deletion_record/transaction_deletion_record.json:None,setup,1
Cold Calling,اتصال بارد,erpnext/setup/setup_wizard/data/marketing_source.txt:4,setup,1
Company Details,تفاصيل الشركة,erpnext/setup/doctype/employee/employee.json:None,setup,1
Company {} does not exist yet. Taxes setup aborted.,,erpnext/setup/setup_wizard/operations/taxes_setup.py:14,setup,0
Consulting,,erpnext/setup/setup_wizard/data/industry_type.txt:14,setup,0
Consumer Products,,erpnext/setup/setup_wizard/data/industry_type.txt:15,setup,0
Cosmetics,,erpnext/setup/setup_wizard/data/industry_type.txt:16,setup,0
Cost and Freight,,erpnext/setup/doctype/incoterm/incoterms.csv:8,setup,0
Cost to Company (CTC),التكلفة على الشركة,erpnext/setup/doctype/employee/employee.json:None,setup,1
"Cost, Insurance and Freight",,erpnext/setup/doctype/incoterm/incoterms.csv:9,setup,0
Could Not Delete Demo Data,,erpnext/setup/demo.py:55,setup,0
Coulomb,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Creating User...,,erpnext/setup/doctype/employee/employee.js:92,setup,0
Cross Listing of Item in multiple groups,,erpnext/setup/doctype/website_item_group/website_item_group.json:None,setup,0
Cubic Centimeter,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Cubic Decimeter,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Cubic Foot,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Cubic Inch,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Cubic Meter,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Cubic Millimeter,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Cubic Yard,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Cup,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Customer / Item / Item Group,,erpnext/setup/doctype/authorization_rule/authorization_rule.json:None,setup,0
Customer Service Representative,ممثل خدمة العملاء,erpnext/setup/setup_wizard/data/designation.txt:13,setup,1
Customer's Vendor,,erpnext/setup/setup_wizard/data/marketing_source.txt:8,setup,0
Cycle/Second,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Date of Birth,تاريخ الميلاد,erpnext/setup/doctype/employee/employee.json:None,setup,1
Date of Joining,تاريخ الانضمام,erpnext/setup/doctype/employee/employee.json:None,setup,1
Dealer,,erpnext/setup/setup_wizard/data/sales_partner_type.txt:3,setup,0
Decigram/Litre,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Decilitre,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Decimeter,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Default Advance Paid Account,حساب الدفعات المقدمة المدفوعة الافتراضي,erpnext/setup/doctype/company/company.json:None; erpnext/setup/doctype/company/company.py:307,setup,1
Default Advance Received Account,حساب الدفعات المقدمة المستلمة الافتراضي,erpnext/setup/doctype/company/company.json:None; erpnext/setup/doctype/company/company.py:296,setup,1
Default In-Transit Warehouse,مستودع العبور الافتراضي,erpnext/setup/doctype/company/company.json:None; erpnext/stock/doctype/warehouse/warehouse.json:None,setup,1
Default Operating Cost Account,حساب تكلفة التشغيل الافتراضي,erpnext/setup/doctype/company/company.json:None,setup,1
Default Payment Discount Account,حساب خصم الدفع الافتراضي,erpnext/setup/doctype/company/company.json:None,setup,1
Default Provisional Account,الحساب المؤقت الافتراضي,erpnext/setup/doctype/company/company.json:None,setup,1
Default Sales Contact,جهة اتصال المبيعات الافتراضية,erpnext/setup/doctype/company/company.json:None,setup,1
Default Stock Valuation Method,طريقة تقييم المخزون الافتراضية,erpnext/setup/doctype/company/company.json:None,setup,1
"Default tax templates for sales, purchase and items are created.",,erpnext/setup/doctype/company/company.js:191,setup,0
Defense,,erpnext/setup/setup_wizard/data/industry_type.txt:17,setup,0
Deferred Accounting,المحاسبة المؤجلة,erpnext/setup/doctype/company/company.json:None; erpnext/stock/doctype/item/item.json:None,setup,1
Dekagram/Litre,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Delete Bins,حذف الحاويات,erpnext/setup/doctype/transaction_deletion_record/transaction_deletion_record.json:None,setup,1
Delete Leads and Addresses,حذف العملاء المحتملين والعناوين,erpnext/setup/doctype/transaction_deletion_record/transaction_deletion_record.json:None,setup,1
Delete Transactions,حذف المعاملات,erpnext/setup/doctype/company/company.js:168; erpnext/setup/doctype/transaction_deletion_record/transaction_deletion_record.json:None,setup,1
Deleted Documents,المستندات المحذوفة,erpnext/setup/workspace/settings/settings.json:None,setup,1
Deletion in Progress!,الحذف جار!,erpnext/setup/doctype/transaction_deletion_record/transaction_deletion_record.py:503,setup,1
Delivered At Place,,erpnext/setup/doctype/incoterm/incoterms.csv:10,setup,0
Delivered At Place Unloaded,,erpnext/setup/doctype/incoterm/incoterms.csv:11,setup,0
Delivered Duty Paid,,erpnext/setup/doctype/incoterm/incoterms.csv:12,setup,0
Delivery Manager,مدير التسليم,erpnext/setup/doctype/driver/driver.json:None; erpnext/setup/doctype/vehicle/vehicle.json:None; erpnext/stock/doctype/delivery_note/delivery_note.json:None; erpnext/stock/doctype/delivery_settings/delivery_settings.json:None; erpnext/stock/doctype/delivery_trip/delivery_trip.json:None; erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.json:None,setup,1
Delivery User,مستخدم التسليم,erpnext/setup/doctype/driver/driver.json:None; erpnext/setup/doctype/vehicle/vehicle.json:None; erpnext/stock/doctype/delivery_note/delivery_note.json:None; erpnext/stock/doctype/delivery_trip/delivery_trip.json:None; erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.json:None,setup,1
Demo Bank Account,,erpnext/setup/setup_wizard/operations/install_fixtures.py:542,setup,0
Demo Company,,erpnext/setup/doctype/global_defaults/global_defaults.json:None,setup,0
Department Stores,متاجر الأقسام,erpnext/setup/setup_wizard/data/industry_type.txt:18,setup,1
Designer,,erpnext/setup/setup_wizard/data/designation.txt:14,setup,0
DocTypes should not be added manually to the 'Excluded DocTypes' table. You are only allowed to remove entries from it.,,erpnext/setup/doctype/transaction_deletion_record/transaction_deletion_record.py:78,setup,0
Documentation,,erpnext/setup/install.py:188,setup,0
Dram,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Dyne,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
EMU Of Charge,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
EMU of current,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Electronics,,erpnext/setup/setup_wizard/data/industry_type.txt:20,setup,0
Ells (UK),,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Email Digest Recipient,مستلم ملخص البريد,erpnext/setup/doctype/email_digest_recipient/email_digest_recipient.json:None,setup,1
Email Digest: {0},ملخص البريد: {0},erpnext/setup/doctype/email_digest/email_digest.js:15,setup,1
Employee Exit,خروج الموظف,erpnext/setup/doctype/employee/employee.json:None,setup,1
Employee Number,رقم الموظف,erpnext/setup/doctype/employee/employee.json:None,setup,1
Ems(Pica),,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Enable Item-wise Inventory Account,تمكين حساب المخزون حسب الصنف,erpnext/setup/doctype/company/company.json:None,setup,1
Enable Provisional Accounting For Non Stock Items,,erpnext/setup/doctype/company/company.json:None,setup,0
Encashment Date,,erpnext/setup/doctype/employee/employee.json:None,setup,0
Energy,,erpnext/setup/setup_wizard/data/industry_type.txt:21,setup,0
Engineer,,erpnext/setup/setup_wizard/data/designation.txt:15,setup,0
Enter a name for this Holiday List.,,erpnext/setup/doctype/holiday_list/holiday_list.js:50,setup,0
Entertainment & Leisure,,erpnext/setup/setup_wizard/data/industry_type.txt:22,setup,0
Erg,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Ex Works,تسليم المصنع,erpnext/setup/doctype/incoterm/incoterms.csv:2,setup,1
Exchange Gain / Loss,ربح/خسارة الصرف,erpnext/setup/doctype/company/company.json:None,setup,1
Exchange Rate Revaluation Settings,إعدادات إعادة تقييم سعر الصرف,erpnext/setup/doctype/company/company.json:None,setup,1
Excluded DocTypes,أنواع المستندات المستثناة,erpnext/setup/doctype/transaction_deletion_record/transaction_deletion_record.json:None,setup,1
Executive Assistant,مساعد تنفيذي,erpnext/setup/setup_wizard/data/designation.txt:16,setup,1
Executive Search,,erpnext/setup/setup_wizard/data/industry_type.txt:23,setup,0
Exhibition,,erpnext/setup/setup_wizard/data/marketing_source.txt:5,setup,0
Existing Customer,,erpnext/setup/setup_wizard/data/marketing_source.txt:1,setup,0
FIFO,الأول داخل أول خارج,erpnext/setup/doctype/company/company.json:None; erpnext/stock/doctype/item/item.json:None; erpnext/stock/doctype/stock_settings/stock_settings.json:None,setup,1
Fahrenheit,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
"Failed to erase demo data, please delete the demo company manually.",,erpnext/setup/demo.py:54,setup,0
Failed to setup defaults for country {0}. Please contact support.,,erpnext/setup/doctype/company/company.py:862,setup,0
Faraday,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Fathom,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Finance Manager,مدير مالي,erpnext/setup/setup_wizard/data/designation.txt:17,setup,1
Financial Services,,erpnext/setup/setup_wizard/data/industry_type.txt:24,setup,0
Fixed Asset Defaults,إعدادات الأصول الثابتة الافتراضية,erpnext/setup/doctype/company/company.json:None,setup,1
Fluid Ounce (UK),,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Fluid Ounce (US),,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
"Food, Beverage & Tobacco",,erpnext/setup/setup_wizard/data/industry_type.txt:25,setup,0
Foot,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Foot Of Water,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Foot/Minute,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Foot/Second,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
For service item,,erpnext/setup/doctype/company/company.json:None,setup,0
Frappe School,,erpnext/setup/install.py:200,setup,0
Free Alongside Ship,,erpnext/setup/doctype/incoterm/incoterms.csv:4,setup,0
Free Carrier,,erpnext/setup/doctype/incoterm/incoterms.csv:3,setup,0
Free On Board,,erpnext/setup/doctype/incoterm/incoterms.csv:5,setup,0
Furlong,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Gallon (UK),,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Gallon Dry (US),,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Gallon Liquid (US),,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Gamma,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Gauss,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Grain,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Grain/Cubic Foot,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Grain/Gallon (UK),,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Grain/Gallon (US),,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Gram,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Gram-Force,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Gram/Cubic Centimeter,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Gram/Cubic Meter,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Gram/Cubic Millimeter,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Gram/Litre,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Grocery,,erpnext/setup/setup_wizard/data/industry_type.txt:26,setup,0
Hand,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Head of Marketing and Sales,رئيس التسويق والمبيعات,erpnext/setup/setup_wizard/data/designation.txt:19,setup,1
Health Care,الرعاية الصحية,erpnext/setup/setup_wizard/data/industry_type.txt:27,setup,1
Hectare,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Hectogram/Litre,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Hectometer,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Hectopascal,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
"Here, you can select a senior of this Employee. Based on this, Organization Chart will be populated.",,erpnext/setup/doctype/employee/employee.js:134,setup,0
Hertz,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Holiday Date {0} added multiple times,,erpnext/setup/doctype/holiday_list/holiday_list.py:162,setup,0
Holidays,العطلات,erpnext/setup/doctype/holiday_list/holiday_list.json:None,setup,1
Horsepower,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Horsepower-Hours,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Hour,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Hundredweight (UK),,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Hundredweight (US),,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Iches Of Water,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Implementation Partner,,erpnext/setup/setup_wizard/data/sales_partner_type.txt:6,setup,0
Import Data,استيراد البيانات,erpnext/setup/workspace/home/home.json:None; erpnext/setup/workspace/settings/settings.json:None,setup,1
Inch,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Inch Pound-Force,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Inch/Minute,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Inch/Second,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Inches Of Mercury,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Initialize Summary Table,تهيئة جدول الملخص,erpnext/setup/doctype/transaction_deletion_record/transaction_deletion_record.json:None,setup,1
Internal,داخلي,erpnext/setup/setup_wizard/operations/install_fixtures.py:300,setup,1
Internet Publishing,,erpnext/setup/setup_wizard/data/industry_type.txt:28,setup,0
Investment Banking,,erpnext/setup/setup_wizard/data/industry_type.txt:29,setup,0
Is Half Day,نصف يوم,erpnext/setup/doctype/holiday/holiday.json:None; erpnext/setup/doctype/holiday_list/holiday_list.json:None,setup,1
Item Group wise Discount,خصم حسب مجموعة الأصناف,erpnext/setup/doctype/authorization_rule/authorization_rule.json:None,setup,1
Joining,الانضمام,erpnext/setup/doctype/employee/employee.json:None,setup,1
Joule,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Joule/Meter,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Kelvin,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Kg,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Kiloampere,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Kilocalorie,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Kilocoulomb,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Kilogram-Force,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Kilogram/Cubic Centimeter,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Kilogram/Cubic Meter,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Kilogram/Litre,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Kilohertz,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Kilojoule,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Kilometer,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Kilometer/Hour,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Kilopascal,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Kilopond,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Kilopound-Force,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Kilowatt,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Kilowatt-Hour,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Kip,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Knot,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
LIFO,الأخير داخل أول خارج,erpnext/setup/doctype/company/company.json:None; erpnext/stock/doctype/item/item.json:None; erpnext/stock/doctype/stock_settings/stock_settings.json:None,setup,1
Legal Entity / Subsidiary with a separate Chart of Accounts belonging to the Organization.,,erpnext/setup/doctype/company/company.json:None,setup,0
License Plate,لوحة المركبة,erpnext/setup/doctype/vehicle/vehicle.json:None,setup,1
Litre,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Litre-Atmosphere,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Manager,مدير,erpnext/setup/setup_wizard/data/designation.txt:20,setup,1
Managing Director,,erpnext/setup/setup_wizard/data/designation.txt:21,setup,0
Marketing Specialist,أخصائي تسويق,erpnext/setup/setup_wizard/data/designation.txt:23,setup,1
Mass Mailing,,erpnext/setup/setup_wizard/data/marketing_source.txt:7,setup,0
Megacoulomb,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Megagram/Litre,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Megahertz,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Megajoule,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Megawatt,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Messaging CRM Campagin,,erpnext/setup/install.py:127,setup,0
Meter,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Meter Of Water,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Meter/Second,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Microbar,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Microgram,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Microgram/Litre,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Micrometer,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Microsecond,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Mile,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Mile (Nautical),,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Mile/Hour,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Mile/Minute,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Mile/Second,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Milibar,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Milliampere,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Millicoulomb,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Milligram,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Milligram/Cubic Centimeter,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Milligram/Cubic Meter,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Milligram/Cubic Millimeter,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Milligram/Litre,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Millihertz,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Millilitre,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Millimeter,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Millimeter Of Mercury,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Millimeter Of Water,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Millisecond,,erpnext/setup/setup_wizard/data/uom_data.json:None,setup,0
Model,الطراز,erpnext/setup/doctype/vehicle/vehicle.json:None,setup,1
Motion Picture & Video,,erpnext/setup/setup_wizard/data/industry_type.txt:32,setup,0
Music,,erpnext/setup/setup_wizard/data/industry_type.txt:33,setup,0
