source_text,translated_text,quorum_decision,disposition_rationale,decision_ref,proposal_sha256
Row #{0}: {1} is not a valid reading field. Please refer to the field description.,الصف رقم {0}: الحقل {1} غير صالح للقراءة. يُرجى الرجوع إلى وصف الحقل.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Row #{}: item {} has been picked already.,الصف رقم {}: تم انتقاء الصنف {} بالفعل.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Row #{}: {} {} doesn't belong to Company {}. Please select valid {}.,الصف رقم {}: لا يتبع {} {} الشركة {}. يُرجى تحديد {} صالح.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
"Row {0} picked quantity is less than the required quantity, additional {1} {2} required.",كمية الانتقاء في الصف {0} أقل من الكمية المطلوبة؛ يلزم توفير {1} {2} إضافية.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Row {0}# Item {1} cannot be transferred more than {2} against {3} {4},الصف {0}# لا يمكن نقل الصنف {1} بكمية تتجاوز {2} مقابل {3} {4},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Row {0}# Item {1} not found in 'Raw Materials Supplied' table in {2} {3},الصف {0}# لم يُعثر على الصنف {1} في جدول 'المواد الخام الموردة' ضمن {2} {3},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
"Row {0}: As {1} is enabled, raw materials cannot be added to {2} entry. Use {3} entry to consume raw materials.",الصف {0}: بما أن {1} مفعّل، لا يمكن إضافة المواد الخام إلى قيد {2}. استخدم قيد {3} لاستهلاك المواد الخام.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Row {0}: Either Delivery Note Item or Packed Item reference is mandatory.,الصف {0}: يجب إدخال مرجع بند إذن التسليم أو الصنف المعبأ.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Row {0}: Packed Qty must be equal to {1} Qty.,الصف {0}: يجب أن تساوي الكمية المعبأة كمية {1}.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Row {0}: Packing Slip is already created for Item {1}.,الصف {0}: تم إنشاء سند التعبئة للصنف {1} بالفعل.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Row {0}: Please provide a valid Delivery Note Item or Packed Item reference.,الصف {0}: يُرجى إدخال مرجع صالح لبند إذن التسليم أو للصنف المعبأ.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Row {0}: Purchase Invoice {1} has no stock impact.,الصف {0}: ليس لفاتورة الشراء {1} أثر على المخزون.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Row {0}: Qty cannot be greater than {1} for the Item {2}.,الصف {0}: لا يمكن أن تتجاوز كمية الصنف {2} القيمة {1}.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Row {0}: Qty in Stock UOM can not be zero.,الصف {0}: لا يمكن أن تكون الكمية بوحدة قياس المخزون صفرًا.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Row {0}: Qty must be greater than 0.,الصف {0}: يجب أن تكون الكمية أكبر من 0.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Row {0}: Transferred quantity cannot be greater than the requested quantity.,الصف {0}: لا يمكن أن تتجاوز الكمية المنقولة الكمية المطلوبة.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Row {0}: {2} Item {1} does not exist in {2} {3},الصف {0}: الصنف {1} من {2} غير موجود في {2} {3},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
SCO Supplied Item,صنف مُورَّد ضمن أمر مقاولات الباطن,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Same item and warehouse combination already entered.,تم إدخال تركيبة الصنف والمستودع نفسها بالفعل.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Scan Mode,وضع المسح,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
"Scan mode enabled, existing quantity will not be fetched.",وضع المسح مفعّل؛ لن يتم جلب الكمية الحالية.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Scheduling,الجدولة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Segregate Serial / Batch Bundle,فصل مجموعة التسلسل/الدفعة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Select an Item Group.,تحديد مجموعة أصناف.,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Select at least one value from each of the attributes.,حدد قيمة واحدة على الأقل من كل خاصية.,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Selected Serial and Batch Bundle entries have been fixed.,تم إصلاح قيود حزمة الأرقام التسلسلية والدفعات المحددة.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Self delivery,تسليم ذاتي,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Serial & Batch Item,صنف تسلسلي ودفعة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Serial & Batch Item Settings,إعدادات الأصناف التسلسلية والدفعات,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Serial / Batch Bundle,مجموعة تسلسل/دفعة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Serial / Batch No,رقم تسلسلي/دفعة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Serial No (In/Out),الرقم التسلسلي (داخل/خارج),preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Serial No Ledger,دفتر أستاذ الرقم التسلسلي,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Serial No Reserved,الرقم التسلسلي محجوز,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Serial No Series Overlap,تداخل سلسلة الرقم التسلسلي,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Serial No and Batch Selector cannot be use when Use Serial / Batch Fields is enabled.,لا يمكن استخدام محدد الرقم التسلسلي والدفعة عند تفعيل حقول الرقم التسلسلي/الدفعة.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Serial No and Batch Traceability,تتبّع الأرقام التسلسلية والدفعات,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Serial No is mandatory,الرقم التسلسلي إلزامي,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Serial No {0} does not exists,الرقم التسلسلي {0} غير موجود,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Serial No {0} is already Delivered. You cannot use them again in Manufacture / Repack entry.,تم تسليم الرقم التسلسلي {0} بالفعل. لا يمكنك استخدامه مرة أخرى في قيد التصنيع/إعادة التعبئة.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
"Serial No {0} is not present in the {1} {2}, hence you can't return it against the {1} {2}",الرقم التسلسلي {0} غير موجود في {1} {2}، لذلك لا يمكنك إرجاعه مقابل {1} {2},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Serial Nos are created successfully,تم إنشاء الأرقام التسلسلية بنجاح,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
"Serial Nos are reserved in Stock Reservation Entries, you need to unreserve them before proceeding.",الأرقام التسلسلية محجوزة في قيود حجز المخزون؛ يجب إلغاء حجزها قبل المتابعة.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Serial Nos {0} are already Delivered. You cannot use them again in Manufacture / Repack entry.,تم تسليم الأرقام التسلسلية {0} بالفعل. لا يمكنك استخدامها مرة أخرى في قيد التصنيع/إعادة التعبئة.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Serial and Batch,التسلسل والدفعة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Serial and Batch Bundle created,تم إنشاء مجموعة التسلسل والدفعة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Serial and Batch Bundle updated,تم تحديث مجموعة التسلسل والدفعة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Serial and Batch Bundle {0} is not submitted,حزمة الأرقام التسلسلية والدفعات {0} غير مُقدَّمة,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Serial and Batch Entry,قيد التسلسل والدفعة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Serial and Batch No,التسلسل والدفعة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Serial and Batch Nos,الأرقام التسلسلية والدفعات,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Serial and Batch Reservation,حجز التسلسل والدفعة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Serial and Batch Summary,ملخص التسلسل والدفعة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Set Serial and Batch Bundle Naming Based on Naming Series,تعيين تسمية مجموعة التسلسل والدفعة بناء على سلسلة التسمية,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Set fieldname from which you want to fetch the data from the parent form.,حدد اسم الحقل الذي تريد جلب البيانات منه في النموذج الرئيسي.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Set the status manually.,حدد الحالة يدويًا.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Setting Item Locations...,جار تعيين مواقع الأصناف...,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Shelf Life in Days,مدة الصلاحية بالأيام,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Shift Time (In Hours),وقت الوردية (بالساعات),preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Shipment,الشحنة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Shipment Amount,مبلغ الشحنة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Shipment Delivery Note,إذن تسليم الشحنة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Shipment ID,معرف الشحنة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Shipment Information,معلومات الشحنة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Shipment Parcel,طرد الشحنة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Shipment Parcel Template,قالب طرد الشحنة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Shipment Type,نوع الشحنة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Shipment details,تفاصيل الشحنة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Shipping Address Template,قالب عنوان الشحن,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Show Barcode Field in Stock Transactions,إظهار حقل الباركود في معاملات المخزون,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Show Dimension Wise Stock,إظهار المخزون حسب البُعد,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Show Disabled Items,إظهار الأصناف المعطلة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Show Disabled Warehouses,إظهار المستودعات المعطلة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Show Item Name,إظهار اسم الصنف,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Show pending entries,إظهار القيود المعلقة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Similar types of workstations where the same operations run in parallel.,محطات عمل متشابهة تُنفّذ العمليات نفسها بالتوازي.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
"Since {0} are Serial No/Batch No items, you cannot enable 'Recreate Stock Ledgers' in Repost Item Valuation.",بما أن {0} أصناف ذات أرقام تسلسلية/أرقام دفعات، لا يمكنك تفعيل 'إعادة إنشاء قيود دفتر الأستاذ المخزني' في إعادة ترحيل تقييم الصنف.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Source Document,المستند المصدر,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Source Document No,رقم المستند المصدر,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Source Fieldname,اسم حقل المصدر,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
Source Warehouse Address Link,رابط عنوان المستودع المصدر,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,0b9f7a86923b4c53fbf65dfa3d7b6bfbed2518fbfbbf5dedd2012c414bcb8025
