source_text	translated_text	quorum_decision	decision_ref
My Device	أجهزتي	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Need Help?	تحتاج مساعدة؟	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Next 14 Days	الـ 14 يومًا القادمة	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Next 30 Days	الـ 30 يومًا القادمة	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Next 6 Months	الـ 6 أشهر القادمة	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Next 7 Days	الـ 7 أيام القادمة	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Next Document	المستند التالي	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Next Month	الشهر القادم	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Next Quarter	الربع القادم	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Next Week	الأسبوع القادم	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Next Year	العام القادم	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Next actions	الإجراءات التالية	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
No Upcoming Events	لا توجد أحداث قادمة	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
No changes made	لم يتم إجراء تغييرات	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
No filters selected	لم يتم تحديد عوامل تصفية	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
No records tagged.	لا توجد سجلات موسومة.	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
No {0} found	لم يتم العثور على {0}	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Not Permitted	غير مسموح	preserved-site-override (not imported, plan §12)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Not permitted. {0}.	غير مسموح. {0}.	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Nothing left to redo	لا يوجد ما يمكن إعادته	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Nothing left to undo	لا يوجد ما يمكن التراجع عنه	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
On {0}, {1} wrote:	في {0}، كتب {1}:	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Onboarding Name	اسم الإعداد التمهيدي	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Onboarding complete	اكتمل الإعداد التمهيدي	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Only for	فقط لـ	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Page Height (in mm)	ارتفاع الصفحة (بالمم)	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Page Margins	هوامش الصفحة	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Page Number	رقم الصفحة	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Page Size	حجم الصفحة	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Page Width (in mm)	عرض الصفحة (بالمم)	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Please set filters	يرجى تعيين عوامل التصفية	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Previous Document	المستند السابق	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Previous Submission	الترحيل السابق	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Primary Contact	جهة الاتصال الأساسية	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Primary Email	البريد الإلكتروني الأساسي	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Primary Mobile	الجوال الأساسي	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Primary Phone	الهاتف الأساسي	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
QZ Tray Failed:	فشل QZ Tray:	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Rebuild Tree	إعادة بناء الشجرة	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Remind At	تذكير في	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Remind Me	ذكّرني	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Remind Me In	ذكّرني بعد	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Reminder set at {0}	تم تعيين التذكير عند {0}	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Request Timeout	انتهت مهلة الطلب	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Reset To Default	إعادة تعيين للافتراضي	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Rest of the day	بقية اليوم	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Route Options	خيارات المسار	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Saving Changes...	جارٍ حفظ التغييرات...	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Scan QRCode	مسح رمز QR	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Schedule Send At	جدولة الإرسال في	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
See all Activity	عرض كل النشاط	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Select Kanban	تحديد كانبان	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Select an Image	تحديد صورة	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Send login link	إرسال رابط تسجيل الدخول	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Set Level	تعيين المستوى	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Set all public	تعيين الكل كعام	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Shipping Address	عنوان الشحن	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Show Arrow	إظهار السهم	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Show Error	إظهار الخطأ	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Show Labels	إظهار الملصقات	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Show Links	إظهار الروابط	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Show all activity	إظهار كل النشاط	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Source Code	الشيفرة المصدرية	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
State Properties	خصائص الحالة	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Tab Label	ملصق التبويب	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Theme Changed	تم تغيير المظهر	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
This Month	هذا الشهر	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
This Quarter	هذا الربع	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
This Week	هذا الأسبوع	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
This Year	هذا العام	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Time Interval	الفاصل الزمني	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Timeless Night	ليل بلا زمن	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
To version	إلى إصدار	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Translate Data	ترجمة البيانات	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Translate values	ترجمة القيم	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Try Again	حاول مرة أخرى	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Undo last action	تراجع عن آخر إجراء	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Upload Image	رفع صورة	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Upload file	رفع ملف	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Upload {0} files	رفع {0} ملفات	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
User Changed	تم تغيير المستخدم	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Watch Tutorial	مشاهدة الشرح	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Watch Video	مشاهدة الفيديو	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Website Settings	إعدادات موقع الويب	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Workflow Builder	منشئ سير العمل	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
XMLHttpRequest Error	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-2 owner-approved 2026-09-22
You Liked	أعجبك	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
You attached {0}	أرفقت {0}	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
You created this	أنشأت هذا	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
You last edited this	آخر تعديل لك كان لهذا	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
You viewed this	عرضت هذا	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
(Mandatory)	(إلزامي)	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
1 Day	يوم واحد	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
1 hour	ساعة واحدة	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
1 of 2	1 من 2	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
1 row from {0}	صف واحد من {0}	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
1 row to {0}	صف واحد إلى {0}	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
30 minutes	30 دقيقة	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
4 hours	4 ساعات	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Apps	التطبيقات	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Attachment Limit Reached	تم الوصول إلى حد المرفقات	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Autoincrement	تزايد تلقائي	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Automatic	تلقائي	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
BCC	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Blue	أزرق	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Both login and password required	اسم المستخدم وكلمة المرور مطلوبان	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Build	بناء	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Choose a block or continue typing	اختر كتلة أو أكمل الكتابة	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Click on a file to select it.	انقر على ملف لتحديده.	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Configure columns for {0}	تكوين أعمدة لـ {0}	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Connections	الاتصالات	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Copied {0} {1} to clipboard	تم نسخ {0} {1} إلى الحافظة	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Count of linked documents	عدد المستندات المرتبطة	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Country	البلد	preserved-site-override (not imported, plan §12)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Current	الحالي	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Customizations Discarded	تم تجاهل التخصيصات	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
