source_text,translated_text,quorum_decision,disposition_rationale,decision_ref,scope_sha256,proposal_sha256
Apply SLA for Resolution Time,تطبيق اتفاقية مستوى الخدمة على وقت الحل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Appointment was created. But no lead was found. Please check the email to confirm,تم إنشاء الموعد. ولكن لم يتم العثور على عميل محتمل. يرجى التحقق من البريد الإلكتروني للتأكيد,quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Assignment Conditions,شروط الإسناد,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Auto Creation of Contact,إنشاء جهة الاتصال تلقائيا,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Auto close Opportunity Replied after the no. of days mentioned above,إغلاق تلقائي للفرصة التي تم الرد عليها بعد عدد الأيام المذكور أعلاه,quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
CRM Note,ملاحظة إدارة العلاقات,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
CRM Settings,إعدادات إدارة علاقات العملاء,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Carry Forward Communication and Comments,ترحيل الاتصالات والتعليقات,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Close Replied Opportunity After Days,إغلاق الفرصة المجاب عنها بعد أيام,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Closing,الإغلاق,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Competitor,منافس,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Competitor Detail,تفاصيل المنافس,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Competitor Name,اسم المنافس,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Competitors,المنافسون,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Contact Mobile,جوال جهة الاتصال,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Contract Template Help,مساعدة قالب العقد,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Create Opportunity,إنشاء فرصة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Create Prospect,إنشاء فرصة بيع,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Data Based On,البيانات بناء على,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Date must be between {0} and {1},يجب أن يكون التاريخ بين {0} و {1},quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Deal Owner,مالك الصفقة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Default Service Level Agreement for {0} already exists.,اتفاقية مستوى الخدمة الافتراضية لـ {0} موجودة بالفعل.,quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
"Email Address must be unique, it is already used in {0}",يجب أن يكون عنوان البريد الإلكتروني فريدًا، فهو مستخدم بالفعل في {0},quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Email verification failed.,فشل التحقق من البريد الإلكتروني.,quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Enable to apply SLA on every {0},تفعيل تطبيق اتفاقية مستوى الخدمة على كل {0},quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Enter Visit Details,إدخال تفاصيل الزيارة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Fetch Latest Exchange Rate,جلب أحدث سعر صرف,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
First Response Due,استحقاق أول رد,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
First Response SLA Failed by {},فشلت اتفاقية مستوى الخدمة للاستجابة الأولى من قِبل {},quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
From Date is mandatory,تاريخ من إلزامي,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
In Process,قيد المعالجة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
"In row {0} of Appointment Booking Slots: ""To Time"" must be later than ""From Time"".","في الصف {0} من فترات حجز المواعيد: يجب أن يكون ""إلى وقت"" بعد ""من وقت"".",quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Invalid Document Type,نوع مستند غير صالح,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Issue Analytics,تحليلات البلاغات,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Issue Summary,ملخص البلاغات,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Item Reference,مرجع الصنف,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Job Title,المسمى الوظيفي,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Lead -> Prospect,,DEFERRED-source-defect,CRM Prospect entity terminology is unresolved; defer until the canonical Prospect term is approved.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Lead Conversion Time,وقت تحويل العميل المحتمل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Lead Owner cannot be same as the Lead Email Address,لا يمكن أن يكون مالك العميل المحتمل هو نفسه عنوان البريد الإلكتروني للعميل المحتمل,quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Lead {0} has been added to prospect {1}.,,DEFERRED-source-defect,CRM Prospect entity terminology is unresolved; defer until the canonical Prospect term is approved.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Leads,العملاء المحتملون,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Lost Reasons are required in case opportunity is Lost.,أسباب الخسارة مطلوبة في حال كانت الفرصة خاسرة.,quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
No of Employees,عدد الموظفين,quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
No. of Employees,عدد الموظفين,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Notes HTML,HTML للملاحظات,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Open Activities HTML,HTML للأنشطة المفتوحة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Opp/Lead %,نسبة الفرص/العملاء المحتملين %,quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Opportunity Amount (Company Currency),مبلغ الفرصة (عملة الشركة),"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Opportunity Owner,مالك الفرصة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Opportunity Source,مصدر الفرصة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Opportunity Summary by Sales Stage,ملخص الفرص حسب مرحلة البيع,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Opportunity Value,قيمة الفرصة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Order/Quot %,نسبة الطلبات/عروض الأسعار %,quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Party Full Name,الاسم الكامل للجهة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Phone Ext.,تحويلة الهاتف,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Pipeline By,خط المبيعات حسب,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Please check your email to confirm the appointment,يرجى مراجعة بريدك الإلكتروني لتأكيد الموعد,quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Please enter Maintenance Details first,يرجى إدخال تفاصيل الصيانة أولاً,quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Please select valid document type.,يرجى تحديد نوع مستند صالح.,quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
