source_text,translated_text,quorum_decision,disposition_rationale,decision_ref,proposal_sha256
Consolidate Sub Assembly Items,تجميع أصناف التجميع الفرعي,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Consumed Qty cannot be greater than Reserved Qty for item {0},لا يمكن أن تكون الكمية المستهلكة أكبر من الكمية المحجوزة للصنف {0},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Corrective Job Card,بطاقة عمل تصحيحية,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Corrective Operation,عملية تصحيحية,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Corrective Operation Cost,تكلفة العملية التصحيحية,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Cost Configuration,تهيئة التكلفة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Cost Per Unit,التكلفة لكل وحدة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Cost of Poor Quality Report,تقرير تكلفة الجودة الرديئة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Costing,احتساب التكلفة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Costing Details,تفاصيل احتساب التكلفة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Create Job Card based on Batch Size,إنشاء بطاقة عمل حسب حجم الدفعة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Create MPS,إنشاء خطة الإنتاج الرئيسية,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Create Multi-level BOM,إنشاء قائمة مواد متعددة المستويات,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Create Workstation,إنشاء محطة عمل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Current Level,المستوى الحالي,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Delivery From Date,تاريخ التسليم من,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Delivery To Date,تاريخ التسليم إلى,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Demand,الطلب,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Demand Qty,كمية الطلب,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Demand vs Supply,الطلب مقابل العرض,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Difference Qty,كمية الفرق,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Disassemble Order,أمر تفكيك,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Disassembled Qty,الكمية المفككة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Do Not Explode,عدم التفجير,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Do you want to submit the stock entry?,هل تريد ترحيل قيد المخزون؟,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Download Required Materials,تنزيل المواد المطلوبة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Duplicate Operating Component {0} found in Operating Components,تم العثور على مكوّن تشغيل مكرر {0} في مكونات التشغيل,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Employee {0} is currently working on another workstation. Please assign another employee.,الموظف {0} يعمل حاليًا في محطة عمل أخرى. يرجى تعيين موظف آخر.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Employees,الموظفون,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Enabling this checkbox will force each Job Card Time Log to have From Time and To Time,سيؤدي تفعيل خانة الاختيار هذه إلى إلزام كل سجل وقت لبطاقة العمل بأن يتضمن وقت البدء ووقت الانتهاء,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
End Time,وقت الانتهاء,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Enforce Time Logs,فرض سجلات الوقت,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Enter a name for Routing.,أدخل اسمًا لمسار الإنتاج.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
"Enter a name for the Operation, for example, Cutting.",أدخل اسمًا للعملية، على سبيل المثال، القص.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Enter the quantity of the Item that will be manufactured from this Bill of Materials.,أدخل كمية الصنف التي سيتم تصنيعها من قائمة المواد هذه.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Enter the quantity to manufacture. Raw material Items will be fetched only when this is set.,أدخل الكمية المراد تصنيعها. سيتم جلب أصناف المواد الخام فقط عند تعيين هذا.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Excess Materials Consumed,مواد زائدة مستهلكة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Excess Transfer,نقل زائد,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Expected Time Required (In Mins),الوقت المتوقع المطلوب (بالدقائق),"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Extra Consumed Qty,كمية مستهلكة إضافية,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Extra Job Card Quantity,كمية بطاقة عمل إضافية,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Extra Material Transfer,نقل مواد إضافي,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
FG / Semi FG Item,صنف نهائي/نصف نهائي,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Fetching Material Requests...,جار جلب طلبات المواد...,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Fetching Sales Orders...,جار جلب أوامر البيع...,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Fetching...,جار الجلب...,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Filters for Material Requests,عوامل تصفية طلبات المواد,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Filters for Sales Orders,عوامل تصفية أوامر البيع,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Final BOM,قائمة المواد النهائية,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Final Product,المنتج النهائي,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Finished Good Serial / Batch,تسلسل/دفعة المنتج النهائي,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Finished Goods Based Operating Cost,تكلفة تشغيل حسب المنتجات النهائية,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Finished Goods Item,صنف المنتجات النهائية,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Finished Goods Reference,مرجع المنتجات النهائية,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Finished Goods Value,قيمة المنتجات النهائية,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Finished Goods based Operating Cost,التكلفة التشغيلية بناءً على البضائع تامة الصنع,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Fixed Asset item {0} cannot be used in BOMs.,لا يمكن استخدام صنف الأصل الثابت {0} في قوائم المواد.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Fixed Time,وقت ثابت,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Floor,الطابق,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Floor Name,اسم الطابق,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
For Item,للصنف,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
For Job Card,لبطاقة العمل,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
For Operation,للعملية,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
For Raw Materials,للمواد الخام,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
For operation {0}: Quantity ({1}) can not be greater than pending quantity({2}),للعملية {0}: لا يمكن أن تكون الكمية ({1}) أكبر من الكمية المعلقة ({2}),quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Forecast Demand,توقع الطلب,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Forecast Qty,كمية التوقع,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Forecasting,التوقع,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Forecasting Method,طريقة التوقع,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
From BOM No,من رقم قائمة المواد,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
From Corrective Job Card,من بطاقة عمل تصحيحية,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
From Delivery Date,من تاريخ التسليم,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Generate Demand,إنشاء الطلب,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Generating Master Production Schedule...,جار إنشاء خطة الإنتاج الرئيسية...,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Get Actual Demand,جلب الطلب الفعلي,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Get Finished Goods,جلب المنتجات النهائية,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Get Finished Goods for Manufacture,جلب المنتجات النهائية للتصنيع,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Get Items for Purchase / Transfer,جلب الأصناف للشراء/النقل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Get Items for Purchase Only,جلب الأصناف للشراء فقط,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Get Material Requests,جلب طلبات المواد,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Get Raw Materials Cost from Consumption Entry,جلب تكلفة المواد الخام من قيد الاستهلاك,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Get Stock,جلب المخزون,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Get Sub Assembly Items,جلب أصناف التجميع الفرعي,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Holt-Winters,هولت-وينترز,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Hour Rate,سعر الساعة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Idle,خامل,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
"If an operation is divided into sub operations, they can be added here.",إذا تم تقسيم عملية إلى عمليات فرعية، يمكن إضافتها هنا.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
"If items in stock, proceed with Material Transfer or Purchase.",إذا كانت الأصناف متوفرة في المخزون، تابع بنقل المواد أو الشراء.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
"If the BOM results in Scrap material, the Scrap Warehouse needs to be selected.",إذا نتج عن قائمة المواد خردة، فيجب تحديد مستودع الخردة.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
"If you still want to proceed, please disable 'Skip Available Sub Assembly Items' checkbox.",إذا كنت لا تزال ترغب في المتابعة، يرجى إلغاء تفعيل خانة الاختيار 'تخطي عناصر التجميع الفرعي المتوفرة'.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
"If you still want to proceed, please enable {0}.",إذا كنت لا تزال ترغب في المتابعة، يرجى تفعيل {0}.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
In House,داخلي,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
In mins,بالدقائق,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
