source_text,suggested_ar,locations,area,has_pre_filled
Other Info,معلومات أخرى,erpnext/assets/doctype/asset/asset.json:None; erpnext/stock/doctype/stock_entry/stock_entry.json:None; erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.json:None; erpnext/subcontracting/doctype/subcontracting_order/subcontracting_order.json:None; erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.json:None,assets,1
Pick Serial / Batch,انتقاء تسلسل/دفعة,erpnext/assets/doctype/asset_repair_consumed_item/asset_repair_consumed_item.json:None,assets,1
Please capitalize this asset before submitting.,,erpnext/assets/doctype/asset/asset.js:85; erpnext/assets/doctype/asset/asset.py:248,assets,0
Please disable workflow temporarily for Journal Entry {0},,erpnext/assets/doctype/asset/depreciation.py:554,assets,0
Please do not book expense of multiple assets against one single Asset.,,erpnext/assets/doctype/asset/asset.py:556,assets,0
Please select an item code before setting the warehouse.,,erpnext/assets/doctype/asset_repair/asset_repair.js:194,assets,0
Please set Fixed Asset Account in Asset Category {0},,erpnext/assets/doctype/asset/depreciation.py:729,assets,0
Please set a Cost Center for the Asset or set an Asset Depreciation Cost Center for the Company {},,erpnext/assets/doctype/asset/asset.py:369,assets,0
Please set default Expense Account in Company {0},يرجى تعيين حساب المصروف الافتراضي في الشركة {0},erpnext/assets/doctype/asset_repair/asset_repair.py:386,assets,1
Please set opening number of booked depreciations,,erpnext/assets/doctype/asset/asset.py:634,assets,0
Please share this email with your support team so that they can find and fix the issue.,,erpnext/assets/doctype/asset/depreciation.py:352,assets,0
Please update Repair Status.,,erpnext/assets/doctype/asset_repair/asset_repair.py:237,assets,0
Qty and Rate,الكمية والسعر,erpnext/assets/doctype/asset_capitalization_service_item/asset_capitalization_service_item.json:None,assets,1
Repair,إصلاح,erpnext/assets/doctype/asset/asset.json:None,assets,1
Repair Asset,إصلاح الأصل,erpnext/assets/doctype/asset/asset.js:120,assets,1
Repair Purchase Invoices,فواتير شراء الإصلاح,erpnext/assets/doctype/asset_repair/asset_repair.json:None,assets,1
Restore Asset,,erpnext/assets/doctype/asset/asset.js:135,assets,0
Row #{0}: Amount must be a positive number,,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:293,assets,0
Row #{0}: Consumed Asset {1} cannot be Draft,,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:268,assets,0
Row #{0}: Consumed Asset {1} cannot be cancelled,,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:271,assets,0
Row #{0}: Consumed Asset {1} cannot be the same as the Target Asset,,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:253,assets,0
Row #{0}: Consumed Asset {1} cannot be {2},,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:262,assets,0
Row #{0}: Consumed Asset {1} does not belong to company {2},,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:276,assets,0
Row #{0}: Item {1} is not a service item,,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:287,assets,0
Row #{0}: Item {1} is not a stock item,,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:241,assets,0
Row #{0}: Next Depreciation Date cannot be before Available-for-use Date,,erpnext/assets/doctype/asset/asset.py:655,assets,0
Row #{0}: Next Depreciation Date cannot be before Purchase Date,,erpnext/assets/doctype/asset/asset.py:650,assets,0
Row #{0}: Opening Accumulated Depreciation must be less than or equal to {1},,erpnext/assets/doctype/asset/asset.py:627,assets,0
Row #{0}: Qty must be a positive number,,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:244; erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:290,assets,0
Row #{0}: Repair cost {1} exceeds available amount {2} for Purchase Invoice {3} and Account {4},,erpnext/assets/doctype/asset_repair/asset_repair.py:164,assets,0
Row #{0}: Total Number of Depreciations cannot be less than or equal to Opening Number of Booked Depreciations,,erpnext/assets/doctype/asset/asset.py:640,assets,0
Row #{0}: {1} of {2} should be {3}. Please update the {1} or select a different account.,,erpnext/assets/doctype/asset_category/asset_category.py:89,assets,0
Row #{}: Finance Book should not be empty since you're using multiple.,,erpnext/assets/doctype/asset/asset.py:416,assets,0
Row #{}: Please assign task to a member.,,erpnext/assets/doctype/asset_maintenance/asset_maintenance.py:41,assets,0
Row #{}: Please use a different Finance Book.,,erpnext/assets/doctype/asset/asset.py:408,assets,0
Row {0}: Expected Value After Useful Life must be less than Net Purchase Amount,,erpnext/assets/doctype/asset/asset.py:602,assets,0
Row {0}: Shift cannot be changed since the depreciation has already been processed,,erpnext/assets/doctype/asset_shift_allocation/asset_shift_allocation.py:58,assets,0
Row {0}: The entire expense amount for account {1} in {2} has already been allocated.,,erpnext/assets/doctype/asset_repair/asset_repair.js:158,assets,0
Salvage Value,قيمة الخردة,erpnext/assets/doctype/asset_finance_book/asset_finance_book.json:None,assets,1
Salvage Value Percentage,نسبة قيمة الخردة,erpnext/assets/doctype/asset_finance_book/asset_finance_book.json:None,assets,1
Scrap Asset,تخريد الأصل,erpnext/assets/doctype/asset/asset.js:104,assets,1
Scrap date cannot be before purchase date,,erpnext/assets/doctype/asset/depreciation.py:382,assets,0
Select Batch No,تحديد رقم الدفعة,erpnext/assets/doctype/asset_repair/asset_repair.js:234; erpnext/public/js/utils/sales_common.js:443; erpnext/stock/doctype/pick_list/pick_list.js:385,assets,1
Select Serial No,تحديد الرقم التسلسلي,erpnext/assets/doctype/asset_repair/asset_repair.js:234; erpnext/public/js/utils/sales_common.js:443; erpnext/stock/doctype/pick_list/pick_list.js:385,assets,1
Select Serial and Batch,تحديد التسلسل والدفعة,erpnext/assets/doctype/asset_repair/asset_repair.js:237; erpnext/public/js/utils/sales_common.js:446; erpnext/stock/doctype/pick_list/pick_list.js:388,assets,1
Select the date,,erpnext/assets/doctype/asset/asset.js:807,assets,0
Sell Asset,,erpnext/assets/doctype/asset/asset.js:112,assets,0
Service Expense Total Amount,إجمالي مبلغ مصروف الخدمة,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json:None,assets,1
Service Expenses,مصروفات الخدمة,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json:None,assets,1
Set {0} in asset category {1} for company {2},,erpnext/assets/doctype/asset/asset.py:878,assets,0
Shift,الوردية,erpnext/assets/doctype/asset/asset.js:313; erpnext/assets/doctype/depreciation_schedule/depreciation_schedule.json:None,assets,1
Shift Factor,معامل الوردية,erpnext/assets/doctype/asset_shift_factor/asset_shift_factor.json:None,assets,1
Shift Name,اسم الوردية,erpnext/assets/doctype/asset_shift_factor/asset_shift_factor.json:None,assets,1
Split Asset,تقسيم الأصل,erpnext/assets/doctype/asset/asset.js:128; erpnext/assets/doctype/asset/asset.js:552,assets,1
Split From,تقسيم من,erpnext/assets/doctype/asset/asset.json:None,assets,1
Split Qty,كمية التقسيم,erpnext/assets/doctype/asset/asset.js:558,assets,1
Split Quantity must be less than Asset Quantity,,erpnext/assets/doctype/asset/asset.py:1350,assets,0
Target Asset,الأصل الهدف,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json:None,assets,1
Target Asset {0} cannot be cancelled,,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:226,assets,0
Target Asset {0} cannot be submitted,,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:224,assets,0
Target Asset {0} cannot be {1},,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:220,assets,0
Target Asset {0} does not belong to company {1},,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:230,assets,0
Target Asset {0} needs to be composite asset,,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:209,assets,0
Target Batch No,رقم الدفعة الهدف,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json:None,assets,1
Target Fixed Asset Account,حساب الأصل الثابت الهدف,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json:None,assets,1
Target Has Batch No,الهدف له رقم دفعة,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json:None,assets,1
Target Has Serial No,الهدف له رقم تسلسلي,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json:None,assets,1
Target Incoming Rate,السعر الوارد الهدف,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json:None,assets,1
Target Is Fixed Asset,الهدف أصل ثابت,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json:None,assets,1
Target Item Code,كود الصنف الهدف,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json:None,assets,1
Target Item {0} must be a Fixed Asset item,,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:191,assets,0
Target Location is required for transferring Asset {0},,erpnext/assets/doctype/asset_movement/asset_movement.py:70,assets,0
Target Location is required while receiving Asset {0},,erpnext/assets/doctype/asset_movement/asset_movement.py:76,assets,0
Target Qty must be a positive number,يجب أن تكون الكمية الهدف رقما موجبا,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:196,assets,1
Target Serial No,الرقم التسلسلي الهدف,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json:None,assets,1
Task Assignee Email,بريد المكلف بالمهمة,erpnext/assets/doctype/asset_maintenance_log/asset_maintenance_log.json:None,assets,1
Team,الفريق,erpnext/assets/doctype/asset_maintenance_team/asset_maintenance_team.json:None,assets,1
The following Purchase Invoices are not submitted:,,erpnext/assets/doctype/asset_repair/asset_repair.py:138,assets,0
The following assets have failed to automatically post depreciation entries: {0},,erpnext/assets/doctype/asset/depreciation.py:342,assets,0
The following rows are duplicates:,,erpnext/assets/doctype/asset_repair/asset_repair.py:112,assets,0
This schedule was created when Asset {0} was adjusted through Asset Value Adjustment {1}.,,erpnext/assets/doctype/asset_value_adjustment/asset_value_adjustment.py:201,assets,0
This schedule was created when Asset {0} was consumed through Asset Capitalization {1}.,,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:494,assets,0
This schedule was created when Asset {0} was repaired through Asset Repair {1}.,,erpnext/assets/doctype/asset_repair/asset_repair.py:435,assets,0
This schedule was created when Asset {0} was restored on Asset Capitalization {1}'s cancellation.,,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:598,assets,0
This schedule was created when Asset {0} was restored.,,erpnext/assets/doctype/asset/depreciation.py:456,assets,0
This schedule was created when Asset {0} was scrapped.,,erpnext/assets/doctype/asset/depreciation.py:415,assets,0
This schedule was created when Asset {0} was {1} into new Asset {2}.,,erpnext/assets/doctype/asset/asset.py:1484,assets,0
This schedule was created when Asset {0}'s Asset Value Adjustment {1} was cancelled.,,erpnext/assets/doctype/asset_value_adjustment/asset_value_adjustment.py:208,assets,0
This schedule was created when Asset {0}'s shifts were adjusted through Asset Shift Allocation {1}.,,erpnext/assets/doctype/asset_shift_allocation/asset_shift_allocation.py:207,assets,0
"To enable Capital Work in Progress Accounting,",,erpnext/assets/doctype/asset_category/asset_category.py:110,assets,0
Total Asset Cost,إجمالي تكلفة الأصل,erpnext/assets/doctype/asset/asset.json:None,assets,1
Total Number of Booked Depreciations ,إجمالي عدد الإهلاكات المسجلة,erpnext/assets/doctype/asset_finance_book/asset_finance_book.json:None,assets,1
Total Repair Cost,إجمالي تكلفة الإصلاح,erpnext/assets/doctype/asset_repair/asset_repair.json:None,assets,1
Total Value,إجمالي القيمة,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json:None; erpnext/assets/doctype/asset_repair_consumed_item/asset_repair_consumed_item.json:None,assets,1
Transfer Asset,نقل الأصل,erpnext/assets/doctype/asset/asset.js:96,assets,1
Transfer and Issue,نقل وإصدار,erpnext/assets/doctype/asset_movement/asset_movement.json:None,assets,1
Update stock must be enabled for the purchase invoice {0},,erpnext/assets/doctype/asset/asset.py:466,assets,0
Value Details,تفاصيل القيمة,erpnext/assets/doctype/asset_value_adjustment/asset_value_adjustment.json:None,assets,1
View General Ledger,عرض دفتر الأستاذ العام,erpnext/assets/doctype/asset/asset.js:172,assets,1
via Asset Repair,,erpnext/assets/doctype/asset_finance_book/asset_finance_book.json:None,assets,0
{0} is in Draft. Submit it before creating the Asset.,,erpnext/assets/doctype/asset/asset.py:497,assets,0
