source_text	translated_text	quorum_decision	decision_ref
Request Headers	ترويسات الطلب	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Request ID	معرف الطلب	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Request Limit	حد الطلبات	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Request Method	طريقة الطلب	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Requested Numbers	الأرقام المطلوبة	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Reset Layout	إعادة تعيين التخطيط	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Resource Name	اسم المورد	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Resource Policy URI	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Resource TOS URI	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Response Headers	ترويسات الاستجابة	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Retry Sending	إعادة محاولة الإرسال	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Revocation URI	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Right Bottom	أسفل اليمين	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Right Center	وسط اليمين	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Role Profiles	ملفات تعريف الأدوار	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Role Replication	استنساخ الأدوار	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Roles & Permissions	الأدوار والأذونات	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Rounding Method	طريقة التقريب	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Row #	رقم الصف #	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Row Format	تنسيق الصف	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Row Indexes	فهرس الصفوف	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Row Number	رقم الصف	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Row Values Changed	تغيّرت قيم الصف	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Row {0}	الصف {0}	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Runtime in Minutes	وقت التشغيل بالدقائق	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Runtime in Seconds	وقت التشغيل بالثواني	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
SMS Log	سجل SMS	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
SMS Settings	إعدادات SMS	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
SQL Explain	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-5 owner-approved 2026-09-22
SQL Output	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-5 owner-approved 2026-09-22
SQL Queries	استعلامات SQL	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Sales Manager	مدير المبيعات	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Sales Master Manager	مدير المبيعات الرئيسي	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Sales User	مستخدم المبيعات	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Scheduled Against	مجدول ضد	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Scheduled Jobs Logs	سجلات المهام المجدولة	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Scheduler Inactive	المجدول غير نشط	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Scheduler Status	حالة المجدول	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Scheduler: Active	المجدول: نشط	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Scheduler: Inactive	المجدول: غير نشط	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Scopes Supported	النطاقات المدعومة	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Scripting / Style	السكربتات / التنسيق	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Section ID	معرف القسم	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Select Country	اختر الدولة	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Select Page	اختر الصفحة	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Select Time Zone	اختر المنطقة الزمنية	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Select Workflow	اختر مسار العمل	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Select Workspaces	اختر مساحات العمل	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Send Email On State	إرسال بريد عند الحالة	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Send Now	إرسال الآن	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Sender Email	بريد المرسل	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Sender Email Field	حقل بريد المرسل	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Sender Name	اسم المرسل	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Sender Name Field	حقل اسم المرسل	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Sent Folder Name	اسم مجلد المرسل	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Sent On	أُرسل في	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Sent To	أُرسل إلى	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Sequence Id	معرف التسلسل	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Session Created	أُنشئت الجلسة	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Set Limit	تعيين حد	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Set Properties	تعيين الخصائص	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Set only once	تعيين مرة واحدة فقط	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Set size in MB	تعيين الحجم بالميجابايت	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Setup > User	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Setup failed	فشل الإعداد	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Show Absolute Values	إظهار القيم المطلقة	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Show Full Number	إظهار الرقم الكامل	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Show Language Picker	إظهار منتقي اللغة	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Show Processlist	إظهار قائمة العمليات	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Show Related Errors	إظهار الأخطاء ذات الصلة	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Show Tour	إظهار الجولة	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Show Traceback	إظهار تتبع الأخطاء	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Show attachments	إظهار المرفقات	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Show footer on login	إظهار التذييل عند تسجيل الدخول	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Show list	إظهار القائمة	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Show on Timeline	إظهار على الجدول الزمني	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Sign Out	تسجيل الخروج	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Sign ups	التسجيلات	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Size (MB)	الحجم (ميجابايت)	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Slack Webhook URL	رابط Webhook الخاص بـ Slack	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
SocketIO Ping Check	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Software ID	معرف البرنامج	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Software Version	إصدار البرنامج	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Source Name	اسم المصدر	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Splash Image	صورة البداية	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Stack Trace	تتبع المكدس	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Standard Permissions	أذونات قياسية	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Start Recording	بدء التسجيل	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Start Time	وقت البدء	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Started At	بدأ في	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Storage Usage (MB)	استخدام التخزين (ميجابايت)	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Submission Queue	طابور الإرسال	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Success URI	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Success message	رسالة نجاح	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Success title	عنوان النجاح	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Successful Job Count	عدد المهام الناجحة	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Suggested Indexes	الفهارس المقترحة	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Sync {0} Fields	مزامنة حقول {0}	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Synced Fields	حقول متزامنة	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Syntax Error	خطأ في الصياغة	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
System Health	صحة النظام	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
System Logs	سجلات النظام	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
TOS URI	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Table Field	حقل الجدول	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Table Fieldname	اسم حقل الجدول	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Table Trimmed	الجدول مقصوص	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Template File	ملف القالب	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Test Data	بيانات الاختبار	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Test Job ID	معرف مهمة الاختبار	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Test Spanish	اختبار الإسبانية	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Time Taken	الوقت المستغرق	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Time in Queries	الوقت في الاستعلامات	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Timed Out	انتهت المهلة	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Timeless Launchpad	لوحة الإطلاق بدون وقت	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Timeout (In Seconds)	مهلة (بالثواني)	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
To Date	إلى تاريخ	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Token Cache	ذاكرة التخزين المؤقت للرمز	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Token Type	نوع الرمز	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Token URI	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Too Many Documents	عدد كبير جدًا من المستندات	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Top 10	أفضل 10	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Top Errors	أهم الأخطاء	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Total Users	إجمالي المستخدمين	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Total Working Time	إجمالي وقت العمل	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Trace ID	معرف التتبع	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Track Steps	تتبع الخطوات	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Transition Tasks	مهام الانتقال	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Trigger caching	تشغيل التخزين المؤقت	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Trim Table	تقليم الجدول	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Try a Naming Series	جرّب سلسلة التسمية	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
UI Tour	جولة الواجهة	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Uncaught Exception	استثناء غير مُعالَج	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Unhandled Emails	رسائل بريد غير معالجة	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Unsafe SQL query	استعلام SQL غير آمن	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Unsubscribe Params	معاملات إلغاء الاشتراك	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Unsupported {0}: {1}	غير مدعوم {0}: {1}	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Upgrade plan	خطة الترقية	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Use STARTTLS	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Used OAuth	OAuth المستخدم	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
