app,msgid,msgstr,context,locations,comments,skip,review_notes
erpnext,% Progress,نسبة التقدم,,erpnext/projects/doctype/task/task.json:None,Label of the progress (Percent) field in DocType 'Task',,reviewed_glossary
erpnext,% Raw Material Received,نسبة المواد الخام المستلمة,,erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.json:None,Label of the per_raw_material_received (Percent) field in DocType | 'Subcontracting Inward Order',,reviewed_glossary
erpnext,% Raw Material Returned,نسبة المواد الخام المرتجعة,,erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.json:None,Label of the per_raw_material_returned (Percent) field in DocType | 'Subcontracting Inward Order',,reviewed_glossary
erpnext,% of materials billed against this Sales Order,,,erpnext/selling/doctype/sales_order/sales_order.json:None,Description of the '% Amount Billed' (Percent) field in DocType 'Sales | Order',,
erpnext,% of materials delivered against this Pick List,,,erpnext/stock/doctype/pick_list/pick_list.json:None,Description of the '% Delivered' (Percent) field in DocType 'Pick List',,
erpnext,% of materials delivered against this Sales Order,,,erpnext/selling/doctype/sales_order/sales_order.json:None,Description of the '%  Delivered' (Percent) field in DocType 'Sales Order',,
erpnext,'Account' in the Accounting section of Customer {0},,,erpnext/controllers/accounts_controller.py:2368,,,
erpnext,'Allow Multiple Sales Orders Against a Customer's Purchase Order',,,erpnext/selling/doctype/sales_order/sales_order.py:348,,,
erpnext,'Default {0} Account' in Company {1},,,erpnext/controllers/accounts_controller.py:2373,,,
erpnext,"'Inspection Required before Delivery' has disabled for the item {0}, no need to create the QI",,,erpnext/stock/doctype/quality_inspection/quality_inspection.py:139,,,
erpnext,"'Inspection Required before Purchase' has disabled for the item {0}, no need to create the QI",,,erpnext/stock/doctype/quality_inspection/quality_inspection.py:130,,,
erpnext,'To Package No.' cannot be less than 'From Package No.',,,erpnext/stock/doctype/packing_slip/packing_slip.py:95,,,
erpnext,'{0}' account is already used by {1}. Use another account.,,,erpnext/accounts/doctype/bank_account/bank_account.py:64,,,
erpnext,'{0}' has been already added.,,,erpnext/accounts/doctype/pos_settings/pos_settings.py:43,,,
erpnext,'{0}' should be in company currency {1}.,,,erpnext/setup/doctype/company/company.py:295; erpnext/setup/doctype/company/company.py:306,,,
erpnext,(A) Qty After Transaction,,,erpnext/stock/report/fifo_queue_vs_qty_after_transaction_comparison/fifo_queue_vs_qty_after_transaction_comparison.py:174; erpnext/stock/report/stock_ledger_invariant_check/stock_ledger_invariant_check.py:203; erpnext/stock/report/stock_ledger_variance/stock_ledger_variance.py:106,,,
erpnext,(B) Expected Qty After Transaction,,,erpnext/stock/report/stock_ledger_invariant_check/stock_ledger_invariant_check.py:208; erpnext/stock/report/stock_ledger_variance/stock_ledger_variance.py:111,,,
erpnext,(C) Total Qty in Queue,,,erpnext/stock/report/stock_ledger_invariant_check/stock_ledger_invariant_check.py:223; erpnext/stock/report/stock_ledger_variance/stock_ledger_variance.py:126,,,
erpnext,(C) Total qty in queue,,,erpnext/stock/report/fifo_queue_vs_qty_after_transaction_comparison/fifo_queue_vs_qty_after_transaction_comparison.py:184,,,
erpnext,(D) Balance Stock Value,,,erpnext/stock/report/fifo_queue_vs_qty_after_transaction_comparison/fifo_queue_vs_qty_after_transaction_comparison.py:194; erpnext/stock/report/stock_ledger_invariant_check/stock_ledger_invariant_check.py:233; erpnext/stock/report/stock_ledger_variance/stock_ledger_variance.py:136,,,
erpnext,(Daily Yield * No of Units Produced) / 100,,,erpnext/stock/doctype/item_lead_time/item_lead_time.json:None,Description of the 'Capacity' (Int) field in DocType 'Item Lead Time',,
erpnext,(E) Balance Stock Value in Queue,,,erpnext/stock/report/fifo_queue_vs_qty_after_transaction_comparison/fifo_queue_vs_qty_after_transaction_comparison.py:199; erpnext/stock/report/stock_ledger_invariant_check/stock_ledger_invariant_check.py:238; erpnext/stock/report/stock_ledger_variance/stock_ledger_variance.py:141,,,
erpnext,(F) Change in Stock Value,,,erpnext/stock/report/stock_ledger_invariant_check/stock_ledger_invariant_check.py:248; erpnext/stock/report/stock_ledger_variance/stock_ledger_variance.py:151,,,
erpnext,(G) Sum of Change in Stock Value,,,erpnext/stock/report/stock_ledger_invariant_check/stock_ledger_invariant_check.py:253; erpnext/stock/report/stock_ledger_variance/stock_ledger_variance.py:156,,,
erpnext,(Good Units Produced / Total Units Produced) × 100,,,erpnext/stock/doctype/item_lead_time/item_lead_time.json:None,Description of the 'Daily Yield (%)' (Percent) field in DocType 'Item Lead | Time',,
erpnext,(H) Change in Stock Value (FIFO Queue),,,erpnext/stock/report/stock_ledger_invariant_check/stock_ledger_invariant_check.py:263; erpnext/stock/report/stock_ledger_variance/stock_ledger_variance.py:166,,,
erpnext,(H) Valuation Rate,,,erpnext/stock/report/fifo_queue_vs_qty_after_transaction_comparison/fifo_queue_vs_qty_after_transaction_comparison.py:209,,,
erpnext,(I) Valuation Rate,,,erpnext/stock/report/stock_ledger_invariant_check/stock_ledger_invariant_check.py:273; erpnext/stock/report/stock_ledger_variance/stock_ledger_variance.py:176,,,
erpnext,(J) Valuation Rate as per FIFO,,,erpnext/stock/report/stock_ledger_invariant_check/stock_ledger_invariant_check.py:278; erpnext/stock/report/stock_ledger_variance/stock_ledger_variance.py:181,,,
erpnext,(K) Valuation = Value (D) ÷ Qty (A),,,erpnext/stock/report/stock_ledger_invariant_check/stock_ledger_invariant_check.py:288; erpnext/stock/report/stock_ledger_variance/stock_ledger_variance.py:191,,,
erpnext,(Purchase Order + Material Request + Actual Expense),,,erpnext/accounts/doctype/budget/budget.json:None,Description of the 'Applicable on Cumulative Expense' (Check) field in | DocType 'Budget',,
erpnext,(Total Workstation Time / Manufacturing Time) * 60,,,erpnext/stock/doctype/item_lead_time/item_lead_time.json:None,Description of the 'No of Units Produced' (Int) field in DocType 'Item Lead | Time',,
erpnext,0 - 30 Days,,,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.html:112; erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts_accounts_receivable.html:360,,,
erpnext,0-30,,,erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py:114,,yes,
erpnext,0-30 Days,,,erpnext/manufacturing/report/work_order_summary/work_order_summary.py:110,,,
erpnext,1-10,,,erpnext/crm/doctype/lead/lead.json:None; erpnext/crm/doctype/opportunity/opportunity.json:None; erpnext/crm/doctype/prospect/prospect.json:None,Option for the 'No of Employees' (Select) field in DocType 'Lead' | Option for the 'No of Employees' (Select) field in DocType 'Opportunity' | Option for the 'No. of Employees' (Select) field in DocType 'Prospect',yes,
erpnext,1000+,,,erpnext/crm/doctype/lead/lead.json:None; erpnext/crm/doctype/opportunity/opportunity.json:None; erpnext/crm/doctype/prospect/prospect.json:None,Option for the 'No of Employees' (Select) field in DocType 'Lead' | Option for the 'No of Employees' (Select) field in DocType 'Opportunity' | Option for the 'No. of Employees' (Select) field in DocType 'Prospect',yes,
erpnext,11-50,,,erpnext/crm/doctype/lead/lead.json:None; erpnext/crm/doctype/opportunity/opportunity.json:None; erpnext/crm/doctype/prospect/prospect.json:None,Option for the 'No of Employees' (Select) field in DocType 'Lead' | Option for the 'No of Employees' (Select) field in DocType 'Opportunity' | Option for the 'No. of Employees' (Select) field in DocType 'Prospect',yes,
erpnext,1{0},,,erpnext/regional/report/uae_vat_201/uae_vat_201.py:95; erpnext/regional/report/uae_vat_201/uae_vat_201.py:101,,yes,
erpnext,201-500,,,erpnext/crm/doctype/lead/lead.json:None; erpnext/crm/doctype/opportunity/opportunity.json:None; erpnext/crm/doctype/prospect/prospect.json:None,Option for the 'No of Employees' (Select) field in DocType 'Lead' | Option for the 'No of Employees' (Select) field in DocType 'Opportunity' | Option for the 'No. of Employees' (Select) field in DocType 'Prospect',yes,
erpnext,3 Yearly,كل 3 سنوات,,erpnext/assets/doctype/asset_maintenance_task/asset_maintenance_task.json:None,Option for the 'Periodicity' (Select) field in DocType 'Asset Maintenance | Task',,reviewed_glossary
erpnext,30 - 60 Days,,,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.html:113; erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts_accounts_receivable.html:361,,,
erpnext,30-60,,,erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py:115,,yes,
erpnext,30-60 Days,,,erpnext/manufacturing/report/work_order_summary/work_order_summary.py:110,,,
erpnext,501-1000,,,erpnext/crm/doctype/lead/lead.json:None; erpnext/crm/doctype/opportunity/opportunity.json:None; erpnext/crm/doctype/prospect/prospect.json:None,Option for the 'No of Employees' (Select) field in DocType 'Lead' | Option for the 'No of Employees' (Select) field in DocType 'Opportunity' | Option for the 'No. of Employees' (Select) field in DocType 'Prospect',yes,
erpnext,51-200,,,erpnext/crm/doctype/lead/lead.json:None; erpnext/crm/doctype/opportunity/opportunity.json:None; erpnext/crm/doctype/prospect/prospect.json:None,Option for the 'No of Employees' (Select) field in DocType 'Lead' | Option for the 'No of Employees' (Select) field in DocType 'Opportunity' | Option for the 'No. of Employees' (Select) field in DocType 'Prospect',yes,
erpnext,60 - 90 Days,,,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.html:114; erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts_accounts_receivable.html:362,,,
erpnext,60-90,,,erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py:116,,yes,
erpnext,60-90 Days,,,erpnext/manufacturing/report/work_order_summary/work_order_summary.py:110,,,
erpnext,90 - 120 Days,,,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.html:115; erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts_accounts_receivable.html:363,,,
erpnext,90 Above,,,erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py:117; erpnext/manufacturing/report/work_order_summary/work_order_summary.py:110,,,
erpnext,"<b>Cannot create asset.</b><br><br>You're trying to create <b>{0} asset(s)</b> from {2} {3}.<br>However, only <b>{1} item(s)</b> were purchased and <b>{4} asset(s)</b> already exist against {5}.",,,erpnext/assets/doctype/asset/asset.py:533,,,
erpnext,<b>Row #{0}:</b> Bundle {1} in warehouse {2} has insufficient packed items:<br><div style='margin-top: 15px;'><ul style='line-height: 0.8;'>{3}</ul></div>,,,erpnext/accounts/doctype/pos_invoice/pos_invoice.py:432,,,
erpnext,"<br>
<h4>Note</h4>
<ul>
<li>
You can use <a href=""https://jinja.palletsprojects.com/en/2.11.x/"" target=""_blank"">Jinja tags</a> in <b>Subject</b> and <b>Body</b> fields for dynamic values.
</li><li>
    All fields in this doctype are available under the <b>doc</b> object and all fields for the customer to whom the mail will go to is available under the  <b>customer</b> object.
</li></ul>
<h4> Examples</h4>
<!-- {% raw %} -->
<ul>
    <li><b>Subject</b>:<br><br><pre><code>Statement Of Accounts for {{ customer.customer_name }}</code></pre><br></li>
    <li><b>Body</b>: <br><br>
<pre><code>Hello {{ customer.customer_name }},<br>PFA your Statement Of Accounts from {{ doc.from_date }} to {{ doc.to_date }}.</code> </pre></li>
</ul>
<!-- {% endraw %} -->",,,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.json:None,Content of the 'Help Text' (HTML) field in DocType 'Process Statement Of | Accounts',,
erpnext,"<div class=""columnHeading"">Other Details</div>",,,erpnext/stock/doctype/purchase_receipt/purchase_receipt.json:None; erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.json:None,Content of the 'Other Details' (HTML) field in DocType 'Purchase Receipt' | Content of the 'Other Details' (HTML) field in DocType 'Subcontracting | Receipt',,
erpnext,"<div class=""text-muted text-center"">No Matching Bank Transactions Found</div>",,,erpnext/accounts/doctype/bank_reconciliation_tool/bank_reconciliation_tool.json:None,Content of the 'no_bank_transactions' (HTML) field in DocType 'Bank | Reconciliation Tool',,
erpnext,"<div class=""text-muted text-center"">{0}</div>",,,erpnext/public/js/bank_reconciliation_tool/dialog_manager.js:262,,,
erpnext,"<div>
<h3> All dimensions in centimeter only </h3>
</div>",,,erpnext/accounts/doctype/cheque_print_template/cheque_print_template.json:None,Content of the 'settings' (HTML) field in DocType 'Cheque Print Template',,
erpnext,"<h3>About Product Bundle</h3>

<p>Aggregate group of <b>Items</b> into another <b>Item</b>. This is useful if you are bundling a certain <b>Items</b> into a package and you maintain stock of the packed <b>Items</b> and not the aggregate <b>Item</b>.</p>
<p>The package <b>Item</b> will have <code>Is Stock Item</code> as <b>No</b> and <code>Is Sales Item</code> as <b>Yes</b>.</p>
<h4>Example:</h4>
<p>If you are selling Laptops and Backpacks separately and have a special price if the customer buys both, then the Laptop + Backpack will be a new Product Bundle Item.</p>",,,erpnext/selling/doctype/product_bundle/product_bundle.json:None,Content of the 'about' (HTML) field in DocType 'Product Bundle',,
erpnext,"<h3>Currency Exchange Settings Help</h3>
<p>There are 3 variables that could be used within the endpoint, result key and in values of the parameter.</p>
<p>Exchange rate between {from_currency} and {to_currency} on {transaction_date} is fetched by the API.</p>
<p>Example: If your endpoint is exchange.com/2021-08-01, then, you will have to input exchange.com/{transaction_date}</p>",,,erpnext/accounts/doctype/currency_exchange_settings/currency_exchange_settings.json:None,Content of the 'Help' (HTML) field in DocType 'Currency Exchange Settings',,
erpnext,"<h4>Body Text and Closing Text Example</h4>

<div>We have noticed that you have not yet paid invoice {{sales_invoice}} for {{frappe.db.get_value(""Currency"", currency, ""symbol"")}} {{outstanding_amount}}. This is a friendly reminder that the invoice was due on {{due_date}}. Please pay the amount due immediately to avoid any further dunning cost.</div>

<h4>How to get fieldnames</h4>

<p>The fieldnames you can use in your template are the fields in the document. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Sales Invoice)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>",,,erpnext/accounts/doctype/dunning_letter_text/dunning_letter_text.json:None,Content of the 'Body and Closing Text Help' (HTML) field in DocType 'Dunning | Letter Text',,
erpnext,"<h4>Contract Template Example</h4>

<pre>Contract for Customer {{ party_name }}

-Valid From : {{ start_date }} 
-Valid To : {{ end_date }}
</pre>

<h4>How to get fieldnames</h4>

<p>The field names you can use in your Contract Template are the fields in the Contract for which you are creating the template. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Contract)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>",,,erpnext/crm/doctype/contract_template/contract_template.json:None,Content of the 'Contract Template Help' (HTML) field in DocType 'Contract | Template',,
erpnext,"<h4>Standard Terms and Conditions Example</h4>

<pre>Delivery Terms for Order number {{ name }}

-Order Date : {{ transaction_date }} 
-Expected Delivery Date : {{ delivery_date }}
</pre>

<h4>How to get fieldnames</h4>

<p>The fieldnames you can use in your email template are the fields in the document from which you are sending the email. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Sales Invoice)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>",,,erpnext/setup/doctype/terms_and_conditions/terms_and_conditions.json:None,Content of the 'Terms and Conditions Help' (HTML) field in DocType 'Terms | and Conditions',,
erpnext,"<label class=""control-label"" style=""margin-bottom: 0px;"">Account Number Settings</label>",,,erpnext/accounts/doctype/cheque_print_template/cheque_print_template.json:None,Content of the 'account_no_settings' (HTML) field in DocType 'Cheque Print | Template',,
erpnext,"<label class=""control-label"" style=""margin-bottom: 0px;"">Amount In Words</label>",,,erpnext/accounts/doctype/cheque_print_template/cheque_print_template.json:None,Content of the 'html_19' (HTML) field in DocType 'Cheque Print Template',,
erpnext,"<label class=""control-label"" style=""margin-bottom: 0px;"">Date Settings</label>",,,erpnext/accounts/doctype/cheque_print_template/cheque_print_template.json:None,Content of the 'Date Settings' (HTML) field in DocType 'Cheque Print | Template',,
erpnext,<li>Clearance date must be after cheque date for row(s): {0}</li>,,,erpnext/accounts/doctype/bank_clearance/bank_clearance.py:123,,,
erpnext,<li>Item {0} in row(s) {1} billed more than {2}</li>,,,erpnext/controllers/accounts_controller.py:2261,,,
erpnext,"<li>Packed Item {0}: Required {1}, Available {2}</li>",,,erpnext/accounts/doctype/pos_invoice/pos_invoice.py:423,,,
erpnext,<li>Payment document required for row(s): {0}</li>,,,erpnext/accounts/doctype/bank_clearance/bank_clearance.py:118,,,
erpnext,<li>{}</li>,,,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.py:163; erpnext/utilities/bulk_transaction.py:35,,,
erpnext,<p>Cannot overbill for the following Items:</p>,,,erpnext/controllers/accounts_controller.py:2258,,,
erpnext,<p>Following {0}s doesn't belong to Company {1} :</p>,,,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.py:157,,,
erpnext,"<p>In your <b>Email Template</b>, you can use the following special variables:
</p>
<ul>
        <li>
            <code>{{ update_password_link }}</code>: A link where your supplier can set a new password to log into your portal.
        </li>
        <li>
            <code>{{ portal_link }}</code>: A link to this RFQ in your supplier portal.
        </li>
        <li>
            <code>{{ supplier_name }}</code>: The company name of your supplier.
        </li>
        <li>
            <code>{{ contact.salutation }} {{ contact.last_name }}</code>: The contact person of your supplier.
        </li><li>
            <code>{{ user_fullname }}</code>: Your full name.
        </li>
    </ul>
<p></p>
<p>Apart from these, you can access all values in this RFQ, like <code>{{ message_for_supplier }}</code> or <code>{{ terms }}</code>.</p>",,,erpnext/buying/doctype/request_for_quotation/request_for_quotation.json:None,Content of the 'html_llwp' (HTML) field in DocType 'Request for Quotation',,
erpnext,<p>Please correct the following row(s):</p><ul>,,,erpnext/accounts/doctype/bank_clearance/bank_clearance.py:116,,,
erpnext,<p>Posting Date {0} cannot be before Purchase Order date for the following:</p><ul>,,,erpnext/controllers/buying_controller.py:121,,,
erpnext,"<p>Price List Rate has not been set as editable in Selling Settings. In this scenario, setting <strong>Update Price List Based On</strong> to <strong>Price List Rate</strong> will prevent auto-updation of Item Price.</p>Are you sure you want to continue?",,,erpnext/stock/doctype/stock_settings/stock_settings.js:69,,,
erpnext,"<p>To allow over-billing, please set allowance in Accounts Settings.</p>",,,erpnext/controllers/accounts_controller.py:2270,,,
erpnext,"<pre><h5>Message Example</h5>

&lt;p&gt; Thank You for being a part of {{ doc.company }}! We hope you are enjoying the service.&lt;/p&gt;

&lt;p&gt; Please find enclosed the E Bill statement. The outstanding amount is {{ doc.grand_total }}.&lt;/p&gt;

&lt;p&gt; We don't want you to be spending time running around in order to pay for your Bill.<br>After all, life is beautiful and the time you have in hand should be spent to enjoy it!<br>So here are our little ways to help you get more time for life! &lt;/p&gt;

&lt;a href=""{{ payment_url }}""&gt; click here to pay &lt;/a&gt;

</pre>
",,,erpnext/accounts/doctype/payment_gateway_account/payment_gateway_account.json:None,Content of the 'Message Examples' (HTML) field in DocType 'Payment Gateway | Account',,
erpnext,"<pre><h5>Message Example</h5>

&lt;p&gt;Dear {{ doc.contact_person }},&lt;/p&gt;

&lt;p&gt;Requesting payment for {{ doc.doctype }}, {{ doc.name }} for {{ doc.grand_total }}.&lt;/p&gt;

&lt;a href=""{{ payment_url }}""&gt; click here to pay &lt;/a&gt;

</pre>
",,,erpnext/accounts/doctype/payment_request/payment_request.json:None,Content of the 'Message Examples' (HTML) field in DocType 'Payment Request',,
erpnext,"<span class=""h4""><b>Masters &amp; Reports</b></span>",,,erpnext/stock/workspace/stock/stock.json:None,Header text in the Stock Workspace,,
erpnext,"<span class=""h4""><b>Quick Access</b></span>",,,erpnext/selling/workspace/selling/selling.json:None; erpnext/stock/workspace/stock/stock.json:None,Header text in the Selling Workspace | Header text in the Stock Workspace,,
erpnext,"<span class=""h4""><b>Reports & Masters</b></span>",,,erpnext/assets/workspace/assets/assets.json:None,Header text in the Assets Workspace,,
erpnext,"<span class=""h4""><b>Reports &amp; Masters</b></span>",,,erpnext/accounts/workspace/accounting/accounting.json:None; erpnext/accounts/workspace/payables/payables.json:None; erpnext/accounts/workspace/receivables/receivables.json:None; erpnext/buying/workspace/buying/buying.json:None; erpnext/crm/workspace/crm/crm.json:None; erpnext/manufacturing/workspace/manufacturing/manufacturing.json:None; erpnext/projects/workspace/projects/projects.json:None; erpnext/quality_management/workspace/quality/quality.json:None; erpnext/selling/workspace/selling/selling.json:None; erpnext/setup/workspace/home/home.json:None; erpnext/support/workspace/support/support.json:None,Header text in the Accounting Workspace | Header text in the Payables Workspace | Header text in the Receivables Workspace | Header text in the Buying Workspace | Header text in the CRM Workspace | Header text in the Manufacturing Workspace | Header text in the Projects Workspace | Header text in the Quality Workspace | Header text in the Selling Workspace | Header text in the Home Workspace | Header text in the Support Workspace,,
erpnext,"<span class=""h4""><b>Shortcuts</b></span>",,,erpnext/accounts/workspace/payables/payables.json:None; erpnext/accounts/workspace/receivables/receivables.json:None,Header text in the Payables Workspace | Header text in the Receivables Workspace,,
erpnext,"<span class=""h4""><b>Subcontracting Inward and Outward</b></span>",,,erpnext/subcontracting/workspace/subcontracting/subcontracting.json:None,Header text in the Subcontracting Workspace,,
erpnext,"<span class=""h4""><b>Your Shortcuts
			
		
			
		
			
		</b></span>",,,erpnext/setup/workspace/settings/settings.json:None,Header text in the Settings Workspace,,
erpnext,"<span class=""h4""><b>Your Shortcuts</b></span>",,,erpnext/assets/workspace/assets/assets.json:None; erpnext/buying/workspace/buying/buying.json:None; erpnext/crm/workspace/crm/crm.json:None; erpnext/manufacturing/workspace/manufacturing/manufacturing.json:None; erpnext/projects/workspace/projects/projects.json:None; erpnext/quality_management/workspace/quality/quality.json:None; erpnext/setup/workspace/home/home.json:None; erpnext/support/workspace/support/support.json:None,Header text in the Assets Workspace | Header text in the Buying Workspace | Header text in the CRM Workspace | Header text in the Manufacturing Workspace | Header text in the Projects Workspace | Header text in the Quality Workspace | Header text in the Home Workspace | Header text in the Support Workspace,,
erpnext,<strong>Grand Total:</strong> {0},,,erpnext/accounts/doctype/payment_request/payment_request.py:1002,,,
erpnext,<strong>Outstanding Amount:</strong> {0},,,erpnext/accounts/doctype/payment_request/payment_request.py:1003,,,
